,NtotDose,PtotDose,KtotDose,pspe_knn,pspe_rf,pspe_nn,pspe_gp
159,159.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0835320675433817,1.080317272768307
160,160.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0835242962168874,1.0803078205412124
161,161.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.083516479489484,1.0802982606440792
162,162.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.083508616792032,1.0802885943508698
163,163.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0835007075688214,1.0802788229418783
164,164.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0834927512820651,1.0802689477035148
165,165.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0834847474162226,1.0802589699280907
166,166.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0834766954821538,1.080248890913604
167,167.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0834685950210954,1.0802387119635257
168,168.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0834604456084573,1.0802284343865853
169,169.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0834522468574372,1.0802180594965574
170,170.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0834439984224487,1.0802075886120484
171,171.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.0834357000023607,1.0801970230562827
172,172.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770780627167578,1.083427351343551,1.0801863641568905
173,173.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770377596044771,1.0834189522427689,1.0801756132456948
174,174.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0770377596044771,1.083410502549805,1.0801647716584974
175,175.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0764364043460013,1.0834020021699777,1.080153840734869
176,176.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0764364043460013,1.0833934510664247,1.0801428218179345
177,177.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0764364043460013,1.0833848492622096,1.0801317162541628
178,178.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0760817682933699,1.083376196842243,1.0801205253931532
179,179.0,0.04348870876571277,-0.7372605537895305,1.0786269162631579,1.0760817682933699,1.0833674939550177,1.0801092505874257
180,180.0,0.04348870876571277,-0.7372605537895305,1.078777719263158,1.0760817682933699,1.0833587408141634,1.0800978931922092
181,181.0,0.04348870876571277,-0.7372605537895305,1.078777719263158,1.0760817682933699,1.0833499376998228,1.0800864545652296
182,182.0,0.04348870876571277,-0.7372605537895305,1.078777719263158,1.0760817682933699,1.0833410849598515,1.0800749360665007
183,183.0,0.04348870876571277,-0.7372605537895305,1.078777719263158,1.0760817682933699,1.0833321830108462,1.0800633390581136
184,184.0,0.04348870876571277,-0.7372605537895305,1.078777719263158,1.0760817682933699,1.0833232323390052,1.080051664904026
185,185.0,0.04348870876571277,-0.7372605537895305,1.078777719263158,1.075678895690613,1.0833142335008232,1.0800399149698543
186,186.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075678895690613,1.0833051871236286,1.0800280906226647
187,187.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075678895690613,1.0832960939059633,1.0800161932307644
188,188.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075678895690613,1.0832869546178143,1.0800042241634948
189,189.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075678895690613,1.0832777701006986,1.0799921847910248
190,190.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075678895690613,1.0832685412676086,1.079980076484144
191,191.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075678895690613,1.0832592691028222,1.0799679006140583
192,192.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075678895690613,1.083249954661583,1.0799556585521857
193,193.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075678895690613,1.0832405990696594,1.079943351669952
194,194.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075678895690613,1.083231203522781,1.0799309813385893
195,195.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0832217692859663,1.0799185489289342
196,196.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0832122976927419,1.0799060558112286
197,197.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0832027901442598,1.0798935033549184
198,198.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.083193248108321,1.079880892928459
199,199.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0831836731183082,1.0798682258991155
200,200.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0831740667720349,1.0798555036327706
201,201.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0831644307305153,1.0798427274937294
202,202.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0831547667166623,1.0798298988445272
203,203.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.083145076513918,1.07981701904574
204,204.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0831353619648207,1.079804089455794
205,205.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0831256249695176,1.079791111430781
206,206.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0831158674842227,1.0797780863242699
207,207.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0831060915196302,1.0797650154871248
208,208.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0830962991392856,1.0797519002673228
209,209.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.083086492457919,1.0797387420097744
210,210.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0830766736397466,1.079725542056144
211,211.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0830668448967422,1.0797123017446761
212,212.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.0830570084868871,1.0796990224100194
213,213.0,0.04348870876571277,-0.7372605537895305,1.078329162894737,1.075821014627455,1.083047166712397,1.0796857053830555
