,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type,obsv,pred
1290,9202-2-2,9202,2,9202-2,2,N,0.444627,-0.548684
1291,9202-3-2,9202,3,9202-3,2,N,0.444627,-0.548684
1292,9202-4-2,9202,4,9202-4,2,N,0.444627,-0.548684
1293,9202-5-2,9202,5,9202-5,2,N,-1.26667,-0.548684
1294,9202-1-3,9202,1,9202-1,3,N,0.444627,-0.322769
1295,9202-2-3,9202,2,9202-2,3,N,-0.57427,-0.322769
1296,9202-3-3,9202,3,9202-3,3,N,-1.773207,-0.322769
1297,9202-4-3,9202,4,9202-4,3,N,0.444627,-0.322769
1298,9202-5-3,9202,5,9202-5,3,N,-0.389287,-0.322769
1299,9202-1-4,9202,1,9202-1,4,N,-1.660751,-0.642315
1300,9202-2-4,9202,2,9202-2,4,N,-0.996815,-0.642315
1301,9202-3-4,9202,3,9202-3,4,N,-0.132034,-0.642315
1302,9202-4-4,9202,4,9202-4,4,N,-0.467899,-0.642315
1303,9202-5-4,9202,5,9202-5,4,N,-0.657794,-0.642315
1304,9202-1-5,9202,1,9202-1,5,N,-1.420278,-0.299352
1305,9202-2-5,9202,2,9202-2,5,N,-0.357977,-0.299352
1306,9202-3-5,9202,3,9202-3,5,N,-1.28632,-0.299352
1307,9202-4-5,9202,4,9202-4,5,N,-0.50063,-0.299352
1308,9202-5-5,9202,5,9202-5,5,N,-1.230953,-0.299352
1309,9203-1-1,9203,1,9203-1,1,N,0.444627,-0.401266
1310,9203-1-2,9203,1,9203-1,2,N,-0.722222,-0.401266
1311,9203-4-2,9203,4,9203-4,2,N,-1.658629,-0.401266
1312,9203-5-2,9203,5,9203-5,2,N,-1.782375,-0.401266
1313,9203-1-3,9203,1,9203-1,3,N,-0.080218,-0.549764
1314,9203-4-3,9203,4,9203-4,3,N,0.444627,-0.549764
1315,9203-5-3,9203,5,9203-5,3,N,0.444627,-0.549764
1316,9203-1-4,9203,1,9203-1,4,N,-0.844854,-0.391288
1317,9203-4-4,9203,4,9203-4,4,N,-0.212183,-0.391288
1318,9203-5-4,9203,5,9203-5,4,N,0.399023,-0.391288
1319,9203-6-4,9203,6,9203-6,4,N,-0.987007,-0.391288
1320,9203-1-5,9203,1,9203-1,5,N,0.645401,-0.412135
1321,9203-4-5,9203,4,9203-4,5,N,-0.027779,-0.412135
1322,9203-5-5,9203,5,9203-5,5,N,-1.032493,-0.412135
1323,9203-6-5,9203,6,9203-6,5,N,0.444627,-0.412135
1324,9204-1-1,9204,1,9204-1,1,N,0.444627,-0.637653
1325,9204-1-2,9204,1,9204-1,2,N,-1.243917,-0.665276
1326,9204-2-2,9204,2,9204-2,2,N,-1.554826,-0.665276
1327,9204-4-2,9204,4,9204-4,2,N,-1.672152,-0.665276
1328,9204-5-2,9204,5,9204-5,2,N,0.028573,-0.665276
1329,9204-1-3,9204,1,9204-1,3,N,-0.351875,-0.659411
1330,9204-2-3,9204,2,9204-2,3,N,-1.707031,-0.659411
1331,9204-4-3,9204,4,9204-4,3,N,-0.729767,-0.659411
1332,9204-5-3,9204,5,9204-5,3,N,-0.810129,-0.659411
1333,9204-1-4,9204,1,9204-1,4,N,-0.635249,-0.506618
1334,9204-2-4,9204,2,9204-2,4,N,-0.715969,-0.506618
1335,9204-4-4,9204,4,9204-4,4,N,-1.021076,-0.506618
1336,9204-5-4,9204,5,9204-5,4,N,-0.292332,-0.506618
1337,9204-6-4,9204,6,9204-6,4,N,-1.174017,-0.506618
1338,9204-1-5,9204,1,9204-1,5,N,0.53412,-0.194248
1339,9204-2-5,9204,2,9204-2,5,N,0.543348,-0.194248
1340,9204-4-5,9204,4,9204-4,5,N,-0.519782,-0.194248
1341,9204-5-5,9204,5,9204-5,5,N,-0.756679,-0.194248
1342,9204-6-5,9204,6,9204-6,5,N,-0.788911,-0.194248
1343,135-2-1,135,2,135-2,1,N,0.444627,-0.070558
1344,135-2-2,135,2,135-2,2,N,-0.998565,-0.214046
1345,135-2-3,135,2,135-2,3,N,0.302323,-0.330865
1346,135-2-4,135,2,135-2,4,N,0.444627,-0.428203
1347,135-5-1,135,5,135-5,1,N,0.444627,0.183319
1348,135-5-2,135,5,135-5,2,N,-0.174957,-0.141919
1349,135-5-3,135,5,135-5,3,N,-1.187405,-0.309369
1350,135-5-4,135,5,135-5,4,N,-0.848496,-0.309369
1351,135-5-5,135,5,135-5,5,N,-0.815696,-0.237336
1352,136-1-1,136,1,136-1,1,N,0.952234,0.610391
1353,136-1-2,136,1,136-1,2,N,0.581738,0.684194
1354,136-1-3,136,1,136-1,3,N,1.143021,0.7367
1355,136-1-4,136,1,136-1,4,N,1.221692,0.780482
1356,136-1-5,136,1,136-1,5,N,1.168485,0.893538
1357,136-1-6,136,1,136-1,6,N,0.497113,0.7367
1358,136-2-1,136,2,136-2,1,N,0.164577,0.588989
1359,136-2-2,136,2,136-2,2,N,0.885654,0.680477
1360,136-2-3,136,2,136-2,3,N,1.100175,0.7367
1361,136-2-4,136,2,136-2,4,N,1.155639,0.791053
1362,136-2-5,136,2,136-2,5,N,0.954235,0.826943
1363,136-2-6,136,2,136-2,6,N,1.186698,0.7367
1364,137-1-1,137,1,137-1,1,N,0.24675,0.403615
1365,137-1-2,137,1,137-1,2,N,0.321149,0.689084
1366,137-1-3,137,1,137-1,3,N,0.626949,0.725718
1367,137-1-4,137,1,137-1,4,N,0.426698,0.852199
1368,137-1-5,137,1,137-1,5,N,0.360345,0.760954
1369,137-1-6,137,1,137-1,6,N,0.55633,0.725718
1370,137-3-1,137,3,137-3,1,N,0.447854,0.516504
1371,137-3-2,137,3,137-3,2,N,0.592024,0.649307
1372,137-3-3,137,3,137-3,3,N,0.576769,0.611207
1373,137-3-4,137,3,137-3,4,N,0.49991,0.657876
1374,137-3-5,137,3,137-3,5,N,0.323014,0.724643
1375,137-3-6,137,3,137-3,6,N,0.666221,0.611207
1376,138-3-1,138,3,138-3,1,N,-0.335736,0.352089
1377,138-3-2,138,3,138-3,2,N,0.459586,0.617843
1378,138-3-3,138,3,138-3,3,N,0.692066,0.85735
1379,138-3-4,138,3,138-3,4,N,0.489098,0.854581
1380,138-3-5,138,3,138-3,5,N,-0.264691,0.831896
1381,139-1-1,139,1,139-1,1,N,-0.115759,0.299731
1382,139-1-2,139,1,139-1,2,N,0.480589,0.282962
1383,139-1-3,139,1,139-1,3,N,0.035271,0.32074
1384,139-1-4,139,1,139-1,4,N,-0.591405,0.321708
1385,139-1-5,139,1,139-1,5,N,0.67333,0.354563
1386,139-1-6,139,1,139-1,6,N,0.16647,0.32074
1387,139-1-7,139,1,139-1,7,N,0.516346,0.354563
1388,139-2-1,139,2,139-2,1,N,0.15549,0.194201
1389,139-2-2,139,2,139-2,2,N,0.591868,0.287361
1390,139-2-3,139,2,139-2,3,N,-0.135446,0.32074
1391,139-2-4,139,2,139-2,4,N,0.919002,0.321708
1392,139-2-5,139,2,139-2,5,N,0.527334,0.354563
1393,139-2-6,139,2,139-2,6,N,0.403357,0.32074
1394,139-2-7,139,2,139-2,7,N,0.584516,0.354563
1395,139-3-1,139,3,139-3,1,N,0.313008,0.204183
1396,139-3-2,139,3,139-3,2,N,0.456701,0.307191
1397,139-3-3,139,3,139-3,3,N,0.044278,0.326183
1398,139-3-4,139,3,139-3,4,N,-0.401743,0.321708
1399,139-3-5,139,3,139-3,5,N,0.464346,0.354563
1400,139-3-6,139,3,139-3,6,N,0.494105,0.326183
1401,139-3-7,139,3,139-3,7,N,0.655555,0.354563
1402,140-1-1,140,1,140-1,1,N,-0.739993,-0.274454
1403,140-1-2,140,1,140-1,2,N,0.30214,-0.474513
1404,140-1-3,140,1,140-1,3,N,-1.359336,-0.433805
1405,140-1-4,140,1,140-1,4,N,-0.405869,-0.39223
1406,140-1-5,140,1,140-1,5,N,-0.93851,-0.558608
1407,140-2-1,140,2,140-2,1,N,-0.589407,-0.274454
1408,140-2-2,140,2,140-2,2,N,-0.577645,-0.474513
1409,140-2-3,140,2,140-2,3,N,-0.074819,-0.533403
1410,140-2-4,140,2,140-2,4,N,-0.255695,-0.39223
1411,142-1-1,142,1,142-1,1,N,-0.578463,0.2343
1412,142-1-2,142,1,142-1,2,N,-0.063055,0.214349
1413,142-1-3,142,1,142-1,3,N,0.300027,0.33183
1414,142-1-4,142,1,142-1,4,N,0.105898,0.339789
1415,142-1-5,142,1,142-1,5,N,-0.07154,0.429474
1416,142-1-6,142,1,142-1,6,N,0.369337,0.495483
1417,142-2-1,142,2,142-2,1,N,-0.525103,0.151086
1418,142-2-2,142,2,142-2,2,N,-0.351441,0.375524
1419,142-2-3,142,2,142-2,3,N,0.263833,0.47156
1420,142-2-4,142,2,142-2,4,N,-0.090366,0.414443
1421,142-2-5,142,2,142-2,5,N,0.117346,0.527232
1422,142-2-6,142,2,142-2,6,N,0.392308,0.530609
1423,143-1-1,143,1,143-1,1,N,-0.247256,0.092886
1424,143-1-2,143,1,143-1,2,N,-0.197587,0.37923
1425,143-1-3,143,1,143-1,3,N,0.536671,0.493284
1426,143-1-4,143,1,143-1,4,N,0.447379,0.565429
1427,143-1-5,143,1,143-1,5,N,0.323506,0.640657
1428,143-1-6,143,1,143-1,6,N,0.767009,0.643305
1429,143-2-1,143,2,143-2,1,N,-0.025366,0.15606
1430,143-2-2,143,2,143-2,2,N,0.409226,0.38956
1431,143-2-3,143,2,143-2,3,N,0.354861,0.584909
1432,143-2-4,143,2,143-2,4,N,0.659778,0.592656
1433,143-2-5,143,2,143-2,5,N,0.933433,0.642987
1434,143-2-6,143,2,143-2,6,N,1.073597,0.628834
1435,143-3-1,143,3,143-3,1,N,-0.449862,0.119713
1436,143-3-2,143,3,143-3,2,N,0.515803,0.413475
1437,143-3-3,143,3,143-3,3,N,0.175722,0.501851
1438,143-3-4,143,3,143-3,4,N,0.723259,0.565429
1439,143-3-5,143,3,143-3,5,N,0.793823,0.618773
1440,143-3-6,143,3,143-3,6,N,0.666187,0.618934
1441,146-2-1,146,2,146-2,1,N,0.444627,-0.03261
1442,146-2-2,146,2,146-2,2,N,-0.610322,-0.486855
1443,146-2-4,146,2,146-2,4,N,0.64369,-0.540478
1444,146-3-1,146,3,146-3,1,N,0.444627,0.027725
1445,146-3-2,146,3,146-3,2,N,-1.178967,0.030821
1446,146-3-3,146,3,146-3,3,N,0.444627,0.066769
1447,146-3-4,146,3,146-3,4,N,-1.813225,-0.061767
1448,146-3-5,146,3,146-3,5,N,0.444627,-0.186166
1449,146-3-6,146,3,146-3,6,N,-2.098928,0.066769
1450,150-1-1,150,1,150-1,1,N,0.444627,0.238776
1451,150-1-2,150,1,150-1,2,N,0.301101,0.005494
1452,150-1-3,150,1,150-1,3,N,0.174956,-0.001995
1453,150-1-4,150,1,150-1,4,N,0.097777,0.042635
1454,150-1-5,150,1,150-1,5,N,0.683682,0.03338
1455,150-1-6,150,1,150-1,6,N,0.804888,-0.001995
1456,150-3-1,150,3,150-3,1,N,0.444627,0.388148
1457,150-3-2,150,3,150-3,2,N,0.097026,0.005822
1458,150-3-3,150,3,150-3,3,N,-0.258677,-0.105113
1459,150-3-4,150,3,150-3,4,N,0.739142,-0.135343
1460,150-3-5,150,3,150-3,5,N,-0.473394,-0.141274
1461,150-3-6,150,3,150-3,6,N,1.804441,-0.105113
1462,151-2-1,151,2,151-2,1,N,0.444627,0.171766
1463,151-2-2,151,2,151-2,2,N,0.444627,0.183297
1464,151-2-3,151,2,151-2,3,N,0.444627,0.038701
1465,151-2-4,151,2,151-2,4,N,-1.773328,0.038701
1466,151-2-5,151,2,151-2,5,N,0.444627,-0.044565
1467,151-3-1,151,3,151-3,1,N,0.444627,0.038701
1468,151-3-4,151,3,151-3,4,N,-2.302689,0.038701
1469,151-3-5,151,3,151-3,5,N,-2.302689,0.038701
1470,152-1-1,152,1,152-1,1,N,0.444627,0.287208
1471,152-1-2,152,1,152-1,2,N,0.444627,0.183297
1472,152-1-3,152,1,152-1,3,N,0.444627,0.038701
1473,152-1-4,152,1,152-1,4,N,0.444627,0.038701
1474,152-1-5,152,1,152-1,5,N,0.444627,0.00549
1475,152-2-1,152,2,152-2,1,N,0.444627,0.171766
1476,152-2-3,152,2,152-2,3,N,0.444627,0.038701
1477,152-2-4,152,2,152-2,4,N,0.444627,0.038701
1478,152-2-5,152,2,152-2,5,N,0.444627,-0.044565
1479,152-3-1,152,3,152-3,1,N,0.444627,0.183297
1480,152-3-2,152,3,152-3,2,N,0.444627,0.183297
1481,152-3-3,152,3,152-3,3,N,0.444627,0.038701
1482,152-3-4,152,3,152-3,4,N,0.444627,0.038701
1483,152-3-5,152,3,152-3,5,N,0.444627,0.038701
1484,153-1-1,153,1,153-1,1,N,0.125357,-0.384502
1485,153-1-2,153,1,153-1,2,N,-0.910475,-0.291258
1486,153-1-3,153,1,153-1,3,N,-0.225285,-0.347746
1487,153-1-4,153,1,153-1,4,N,0.283726,-0.259131
1488,153-1-5,153,1,153-1,5,N,-0.151193,-0.083359
1489,153-2-1,153,2,153-2,1,N,-0.364032,-0.495441
1490,153-2-2,153,2,153-2,2,N,-1.356356,-0.376779
1491,153-2-3,153,2,153-2,3,N,-0.218287,-0.287991
1492,153-2-4,153,2,153-2,4,N,-0.188911,-0.286862
1493,153-2-5,153,2,153-2,5,N,-0.66098,-0.127542
1494,153-3-1,153,3,153-3,1,N,-1.820194,-0.536169
1495,153-3-2,153,3,153-3,2,N,0.348008,-0.453231
1496,153-3-3,153,3,153-3,3,N,-0.655563,-0.389762
1497,153-3-4,153,3,153-3,4,N,-0.523231,-0.277965
1498,153-3-5,153,3,153-3,5,N,-0.120542,-0.270572
1499,153-4-1,153,4,153-4,1,N,-0.529569,-0.559913
1500,153-4-2,153,4,153-4,2,N,-1.4073,-0.413581
1501,153-4-3,153,4,153-4,3,N,-0.033154,-0.40919
1502,153-4-5,153,4,153-4,5,N,-0.302338,-0.316857
1503,154-1-1,154,1,154-1,1,N,-0.9131,-0.020457
1504,154-1-2,154,1,154-1,2,N,0.255178,-0.04076
1505,154-1-3,154,1,154-1,3,N,0.067909,0.1685
1506,154-1-4,154,1,154-1,4,N,-0.1894,0.20738
1507,154-1-5,154,1,154-1,5,N,-0.254894,0.094118
1508,154-3-1,154,3,154-3,1,N,-1.820194,-0.118187
1509,154-3-2,154,3,154-3,2,N,-0.655563,-0.062243
1510,154-3-3,154,3,154-3,3,N,-0.120542,0.233112
1511,154-3-4,154,3,154-3,4,N,-0.523231,0.233112
1512,154-3-5,154,3,154-3,5,N,0.348008,0.086832
1513,155-1-1,155,1,155-1,1,N,-0.396011,-0.597421
1514,155-1-2,155,1,155-1,2,N,-0.477399,-0.421013
1515,155-1-3,155,1,155-1,3,N,-0.570723,-0.421013
1516,155-1-4,155,1,155-1,4,N,-0.138242,-0.282379
1517,155-1-5,155,1,155-1,5,N,0.142717,-0.282379
1518,155-2-1,155,2,155-2,1,N,0.444627,-0.597421
1519,155-2-2,155,2,155-2,2,N,-0.487853,-0.320765
1520,155-2-3,155,2,155-2,3,N,-0.606621,-0.320765
1521,155-2-4,155,2,155-2,4,N,-0.598562,-0.282379
1522,155-2-5,155,2,155-2,5,N,0.17458,-0.301063
1523,155-3-1,155,3,155-3,1,N,-1.690227,-0.483306
1524,155-3-2,155,3,155-3,2,N,-0.866147,-0.326843
1525,155-3-3,155,3,155-3,3,N,-0.734528,-0.329662
1526,155-3-4,155,3,155-3,4,N,-0.360672,-0.322257
1527,155-3-5,155,3,155-3,5,N,-0.770018,-0.252749
1528,159-1-1,159,1,159-1,1,N,0.444627,0.138684
1529,159-1-2,159,1,159-1,2,N,0.444627,0.05051
1530,159-1-3,159,1,159-1,3,N,0.444627,0.125261
1531,159-1-4,159,1,159-1,4,N,0.444627,0.213801
1532,159-1-5,159,1,159-1,5,N,-0.406041,0.119469
1533,159-1-6,159,1,159-1,6,N,0.444627,0.213801
1534,159-3-1,159,3,159-3,1,N,0.444627,0.128146
1535,159-3-2,159,3,159-3,2,N,0.444627,0.219984
1536,159-3-3,159,3,159-3,3,N,0.444627,0.192151
1537,159-3-4,159,3,159-3,4,N,-1.112597,0.178865
1538,159-3-5,159,3,159-3,5,N,0.444627,0.088261
1539,159-3-6,159,3,159-3,6,N,-1.373668,0.109361
1540,161-1-1,161,1,161-1,1,N,-0.189069,0.097644
1541,161-1-2,161,1,161-1,2,N,0.457207,0.580557
1542,161-1-3,161,1,161-1,3,N,0.322558,0.640155
1543,161-1-4,161,1,161-1,4,N,0.691261,0.648715
1544,161-1-5,161,1,161-1,5,N,0.545134,0.751976
1545,161-1-6,161,1,161-1,6,N,0.566719,0.751976
1546,161-2-1,161,2,161-2,1,N,0.062603,0.191676
1547,161-2-2,161,2,161-2,2,N,0.709086,0.613984
1548,161-2-3,161,2,161-2,3,N,0.742307,0.646431
1549,161-2-4,161,2,161-2,4,N,0.867488,0.57005
1550,161-2-5,161,2,161-2,5,N,0.767615,0.764254
1551,161-2-6,161,2,161-2,6,N,0.30456,0.764254
1552,161-3-1,161,3,161-3,1,N,-0.235834,0.176917
1553,161-3-2,161,3,161-3,2,N,0.426556,0.417191
1554,161-3-3,161,3,161-3,3,N,0.834864,0.56169
1555,161-3-4,161,3,161-3,4,N,0.378435,0.576416
1556,161-3-5,161,3,161-3,5,N,0.663566,0.647384
1557,161-3-6,161,3,161-3,6,N,0.613625,0.647384
1558,162-1-1,162,1,162-1,1,N,-1.101447,0.046789
1559,162-1-2,162,1,162-1,2,N,-0.020508,0.334809
1560,162-1-3,162,1,162-1,3,N,0.515323,0.514293
1561,162-1-4,162,1,162-1,4,N,0.096101,0.550011
1562,162-1-5,162,1,162-1,5,N,0.909497,0.656967
1563,162-1-6,162,1,162-1,6,N,0.678136,0.656967
1564,162-2-1,162,2,162-2,1,N,-0.198937,0.15064
1565,162-2-2,162,2,162-2,2,N,0.34537,0.459913
1566,162-2-3,162,2,162-2,3,N,0.761581,0.589448
1567,162-2-4,162,2,162-2,4,N,0.770661,0.623262
1568,162-2-5,162,2,162-2,5,N,0.534095,0.688904
1569,162-2-6,162,2,162-2,6,N,1.011462,0.688904
1570,191-1-6,191,1,191-1,6,N,-0.092585,-0.271032
1571,191-1-1,191,1,191-1,1,N,-0.46001,-0.338385
1572,191-1-2,191,1,191-1,2,N,-0.444121,-0.27388
1573,191-1-3,191,1,191-1,3,N,-1.024326,-0.347042
1574,191-1-4,191,1,191-1,4,N,-0.503731,-0.338385
1575,191-1-5,191,1,191-1,5,N,-1.413484,-0.298272
1576,191-2-6,191,2,191-2,6,N,0.273031,-0.290524
1577,191-2-1,191,2,191-2,1,N,-0.876063,-0.311623
1578,191-2-2,191,2,191-2,2,N,-0.006007,-0.254637
1579,191-2-3,191,2,191-2,3,N,-0.151264,-0.338385
1580,191-2-4,191,2,191-2,4,N,-0.210882,-0.294303
1581,191-2-5,191,2,191-2,5,N,0.025477,-0.428265
1582,191-3-6,191,3,191-3,6,N,-0.352228,-0.403092
1583,191-3-1,191,3,191-3,1,N,-0.057782,-0.298272
1584,191-3-2,191,3,191-3,2,N,-1.535776,-0.301623
1585,191-3-3,191,3,191-3,3,N,-0.282275,-0.27388
1586,191-3-4,191,3,191-3,4,N,-0.302101,-0.254637
1587,191-3-5,191,3,191-3,5,N,-0.796227,-0.298272
1588,192-1-6,192,1,192-1,6,N,0.609429,0.364158
1589,192-1-1,192,1,192-1,1,N,-0.473805,0.454512
1590,192-1-2,192,1,192-1,2,N,-0.810041,0.174919
1591,192-1-3,192,1,192-1,3,N,-0.743313,0.404272
1592,192-1-4,192,1,192-1,4,N,-0.036411,0.170096
1593,192-1-5,192,1,192-1,5,N,-0.642382,0.333913
1594,192-4-6,192,4,192-4,6,N,0.503629,0.351764
1595,192-4-1,192,4,192-4,1,N,-0.14482,0.306302
1596,192-4-2,192,4,192-4,2,N,0.621472,0.36649
1597,192-4-3,192,4,192-4,3,N,0.461579,0.208875
1598,192-4-4,192,4,192-4,4,N,0.887975,0.367351
1599,192-4-5,192,4,192-4,5,N,0.835829,0.167309
1600,193-3-6,193,3,193-3,6,N,1.789168,0.88461
1601,193-3-1,193,3,193-3,1,N,1.170317,1.240361
1602,193-3-2,193,3,193-3,2,N,1.408647,0.835129
1603,193-3-3,193,3,193-3,3,N,1.710499,0.900343
1604,193-3-4,193,3,193-3,4,N,1.109596,0.939044
1605,193-3-5,193,3,193-3,5,N,1.465196,0.574018
1606,193-4-6,193,4,193-4,6,N,1.542184,1.141094
1607,193-4-1,193,4,193-4,1,N,1.052986,1.079906
1608,193-4-2,193,4,193-4,2,N,1.58832,1.101353
1609,193-4-3,193,4,193-4,3,N,1.089863,1.088896
1610,193-4-4,193,4,193-4,4,N,1.957631,0.835129
1611,193-4-5,193,4,193-4,5,N,1.808462,0.907676
1612,194-1-1,194,1,194-1,1,P,0.444627,0.467949
1613,194-1-2,194,1,194-1,2,P,0.444627,0.432901
1614,194-1-3,194,1,194-1,3,P,0.444627,0.444627
1615,194-1-4,194,1,194-1,4,P,0.444627,0.317419
1616,194-1-5,194,1,194-1,5,P,0.444627,0.125123
1617,194-4-1,194,4,194-4,1,P,0.444627,0.467949
1618,194-4-2,194,4,194-4,2,P,0.444627,0.432901
1619,194-4-3,194,4,194-4,3,P,0.444627,0.444627
1620,194-4-4,194,4,194-4,4,P,0.444627,0.317419
1621,194-4-5,194,4,194-4,5,P,0.444627,0.125123
1622,194-5-1,194,5,194-5,1,P,0.444627,0.467949
1623,194-5-2,194,5,194-5,2,P,0.444627,0.432901
1624,194-5-3,194,5,194-5,3,P,0.444627,0.444627
1625,194-5-4,194,5,194-5,4,P,0.444627,0.317419
1626,194-5-5,194,5,194-5,5,P,-2.078386,0.125123
1627,194-6-1,194,6,194-6,1,P,0.444627,0.467949
1628,194-6-2,194,6,194-6,2,P,0.444627,0.432901
1629,194-6-3,194,6,194-6,3,P,0.444627,0.444627
1630,194-6-4,194,6,194-6,4,P,0.444627,0.317419
1631,194-6-5,194,6,194-6,5,P,0.444627,0.125123
1632,195-1-1,195,1,195-1,1,P,-1.03741,-0.374438
1633,195-1-2,195,1,195-1,2,P,0.354297,-0.435146
1634,195-1-3,195,1,195-1,3,P,-0.147028,-0.215091
1635,195-1-4,195,1,195-1,4,P,-0.991613,-0.385844
1636,195-1-5,195,1,195-1,5,P,-0.434542,-0.69265
1637,195-3-1,195,3,195-3,1,P,-0.137345,-0.462832
1638,195-3-2,195,3,195-3,2,P,0.326249,-0.404568
1639,195-3-3,195,3,195-3,3,P,0.062308,-0.215091
1640,195-3-4,195,3,195-3,4,P,-0.578248,-0.47294
1641,195-3-5,195,3,195-3,5,P,0.189476,-0.69265
1642,195-5-1,195,5,195-5,1,P,-0.062038,-0.499058
1643,195-5-2,195,5,195-5,2,P,-0.61398,-0.909187
1644,195-5-3,195,5,195-5,3,P,-0.39664,-0.431521
1645,195-5-4,195,5,195-5,4,P,-0.366535,-0.479684
1646,195-5-5,195,5,195-5,5,P,-0.304512,-0.663225
1647,195-6-1,195,6,195-6,1,P,-0.512068,-0.447579
1648,195-6-2,195,6,195-6,2,P,-0.235426,-0.41339
1649,195-6-3,195,6,195-6,3,P,-0.162777,-0.858513
1650,195-6-4,195,6,195-6,4,P,-0.220787,-0.47294
1651,195-6-5,195,6,195-6,5,P,-0.062388,-0.506886
1652,201-1-1,201,1,201-1,1,P,-0.508279,-0.892023
1653,201-1-2,201,1,201-1,2,P,-0.958858,-1.092778
1654,201-1-3,201,1,201-1,3,P,-2.267536,-1.177334
1655,201-1-4,201,1,201-1,4,P,-0.592403,-1.169109
1656,201-1-5,201,1,201-1,5,P,-0.584359,-1.294415
1657,201-1-6,201,1,201-1,6,P,-0.300102,-1.169109
1658,201-2-1,201,2,201-2,1,P,-0.575924,-0.989469
1659,201-2-2,201,2,201-2,2,P,-0.377603,-1.032662
1660,201-2-3,201,2,201-2,3,P,-0.581566,-1.113128
1661,201-2-4,201,2,201-2,4,P,-0.623857,-1.092563
1662,201-2-5,201,2,201-2,5,P,-0.70336,-1.242371
1663,201-2-6,201,2,201-2,6,P,-1.070187,-1.092563
1664,202-1-1,202,1,202-1,1,P,-1.552589,-0.892023
1665,202-1-2,202,1,202-1,2,P,-1.337004,-1.092778
1666,202-1-3,202,1,202-1,3,P,0.444627,-1.177334
1667,202-1-4,202,1,202-1,4,P,-1.252356,-1.169109
1668,202-1-5,202,1,202-1,5,P,-1.16453,-1.294415
1669,202-1-6,202,1,202-1,6,P,-1.642617,-1.169109
1670,202-2-1,202,2,202-2,1,P,-1.184387,-0.989469
1671,202-2-2,202,2,202-2,2,P,-0.997489,-1.032662
1672,202-2-3,202,2,202-2,3,P,-1.490317,-1.113128
1673,202-2-4,202,2,202-2,4,P,-0.73919,-1.092563
1674,202-2-5,202,2,202-2,5,P,-2.097238,-1.242371
1675,202-2-6,202,2,202-2,6,P,-1.436862,-1.092563
1676,202-3-1,202,3,202-3,1,P,-1.230036,-1.178761
1677,202-3-2,202,3,202-3,2,P,-1.843466,-1.209431
1678,202-3-3,202,3,202-3,3,P,-1.290063,-1.095947
1679,202-3-4,202,3,202-3,4,P,-2.792582,-1.170174
1680,202-3-5,202,3,202-3,5,P,-2.525825,-1.146971
1681,202-3-6,202,3,202-3,6,P,-2.626884,-1.170174
1682,203-1-1,203,1,203-1,1,P,0.444627,-1.154185
1683,203-1-2,203,1,203-1,2,P,0.444627,-1.27696
1684,203-1-3,203,1,203-1,3,P,-1.961411,-1.27696
1685,203-1-4,203,1,203-1,4,P,-2.014937,-1.486395
1686,203-1-5,203,1,203-1,5,P,-2.171346,-1.122936
1687,203-1-6,203,1,203-1,6,P,-2.133497,-1.153856
1688,203-1-7,203,1,203-1,7,P,-2.631658,-1.157701
1689,203-1-8,203,1,203-1,8,P,0.444627,-1.27696
1690,203-1-9,203,1,203-1,9,P,-2.960193,-1.27696
1691,203-1-10,203,1,203-1,10,P,0.444627,-1.486395
1692,203-3-1,203,3,203-3,1,P,0.444627,-1.154185
1693,203-3-2,203,3,203-3,2,P,0.444627,-1.27696
1694,203-3-3,203,3,203-3,3,P,-1.877049,-1.27696
1695,203-3-4,203,3,203-3,4,P,-1.894351,-1.486395
1696,203-3-5,203,3,203-3,5,P,-1.767328,-1.122936
1697,203-3-6,203,3,203-3,6,P,0.444627,-1.153856
1698,203-3-7,203,3,203-3,7,P,-0.823226,-1.157701
1699,203-3-8,203,3,203-3,8,P,-2.562499,-1.27696
1700,203-3-9,203,3,203-3,9,P,-2.311205,-1.27696
1701,203-3-10,203,3,203-3,10,P,-1.821309,-1.486395
1702,236-1-1,236,1,236-1,1,P,0.444627,0.444627
1703,236-1-2,236,1,236-1,2,P,0.444627,0.444627
1704,236-1-3,236,1,236-1,3,P,0.444627,0.444627
1705,236-1-4,236,1,236-1,4,P,0.444627,0.444627
1706,236-1-5,236,1,236-1,5,P,0.444627,0.444627
1707,236-1-6,236,1,236-1,6,P,0.444627,0.444627
1708,236-1-7,236,1,236-1,7,P,0.444627,0.361089
1709,236-1-8,236,1,236-1,8,P,0.444627,0.361089
1710,236-1-9,236,1,236-1,9,P,0.444627,0.361089
1711,236-1-10,236,1,236-1,10,P,0.444627,0.361089
1712,236-1-11,236,1,236-1,11,P,-1.142583,0.361089
1713,236-2-1,236,2,236-2,1,P,0.444627,0.444627
1714,236-2-2,236,2,236-2,2,P,0.444627,0.444627
1715,236-2-3,236,2,236-2,3,P,0.444627,0.444627
1716,236-2-4,236,2,236-2,4,P,0.444627,0.444627
1717,236-2-5,236,2,236-2,5,P,0.444627,0.444627
1718,236-2-6,236,2,236-2,6,P,0.444627,0.444627
1719,236-2-7,236,2,236-2,7,P,0.444627,0.361089
1720,236-2-8,236,2,236-2,8,P,0.444627,0.361089
