,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type,obsv,pred
2157,292-4-1,292,4,292-4,1,P,1.486511,0.940108
2158,292-4-2,292,4,292-4,2,P,1.387494,1.250818
2159,292-4-3,292,4,292-4,3,P,1.81929,0.886771
2160,292-4-4,292,4,292-4,4,P,1.938703,0.940108
2161,292-4-5,292,4,292-4,5,P,1.504803,1.250818
2162,292-4-6,292,4,292-4,6,P,1.74391,0.886771
2163,293-2-1,293,2,293-2,1,P,-0.117623,0.898623
2164,293-2-2,293,2,293-2,2,P,0.378539,0.423821
2165,293-2-3,293,2,293-2,3,P,-0.234263,0.690452
2166,293-2-4,293,2,293-2,4,P,0.050555,0.898623
2167,293-2-5,293,2,293-2,5,P,0.813242,0.423821
2168,293-2-6,293,2,293-2,6,P,0.366963,0.690452
2169,293-3-3,293,3,293-3,3,P,-0.646974,0.690452
2170,293-3-4,293,3,293-3,4,P,-0.39275,0.898623
2171,293-3-5,293,3,293-3,5,P,0.251965,0.423821
2172,293-3-6,293,3,293-3,6,P,0.415465,0.690452
2173,305-1-1,305,1,305-1,1,K,-1.273414,0.031627
2174,305-1-2,305,1,305-1,2,K,0.240847,-0.225576
2175,305-1-3,305,1,305-1,3,K,0.370055,-0.183225
2176,305-1-4,305,1,305-1,4,K,0.04374,-0.246537
2177,305-1-5,305,1,305-1,5,K,-0.349768,-0.225576
2178,305-1-6,305,1,305-1,6,K,0.444627,-0.183225
2179,305-1-7,305,1,305-1,7,K,-0.998496,-0.246537
2180,305-1-8,305,1,305-1,8,K,-0.181327,-0.246537
2181,305-2-1,305,2,305-2,1,K,0.444627,-0.034621
2182,305-2-2,305,2,305-2,2,K,-1.193239,-0.14365
2183,305-2-3,305,2,305-2,3,K,-0.876442,-0.183225
2184,305-2-4,305,2,305-2,4,K,-0.740628,-0.204727
2185,305-2-5,305,2,305-2,5,K,-0.253035,-0.14365
2186,305-2-6,305,2,305-2,6,K,-0.369442,-0.183225
2187,305-2-7,305,2,305-2,7,K,-0.592603,-0.204727
2188,305-2-8,305,2,305-2,8,K,0.250208,-0.204727
2189,305-3-1,305,3,305-3,1,K,0.444627,-0.168497
2190,305-3-2,305,3,305-3,2,K,0.566102,-0.154245
2191,305-3-4,305,3,305-3,4,K,0.7206,-0.237664
2192,305-3-5,305,3,305-3,5,K,-0.262388,-0.154245
2193,305-3-7,305,3,305-3,7,K,0.26878,-0.237664
2194,305-3-8,305,3,305-3,8,K,-0.568856,-0.237664
2195,317-1-1,317,1,317-1,1,K,0.444627,0.192377
2196,317-1-2,317,1,317-1,2,K,0.444627,0.064571
2197,317-1-3,317,1,317-1,3,K,0.444627,0.064571
2198,317-1-4,317,1,317-1,4,K,0.444627,0.064571
2199,317-1-5,317,1,317-1,5,K,0.444627,-0.03769
2200,317-1-6,317,1,317-1,6,K,-1.729909,-0.03769
2201,317-1-7,317,1,317-1,7,K,0.444627,-0.03769
2202,317-1-8,317,1,317-1,8,K,0.444627,-0.018995
2203,317-2-1,317,2,317-2,1,K,0.444627,0.192377
2204,317-2-2,317,2,317-2,2,K,0.444627,0.064571
2205,317-2-3,317,2,317-2,3,K,0.444627,0.064571
2206,317-2-4,317,2,317-2,4,K,0.444627,0.064571
2207,317-2-5,317,2,317-2,5,K,0.444627,0.064571
2208,317-2-6,317,2,317-2,6,K,0.444627,0.064571
2209,317-2-7,317,2,317-2,7,K,0.444627,0.064571
2210,317-2-8,317,2,317-2,8,K,0.444627,0.112774
2211,317-3-1,317,3,317-3,1,K,0.444627,0.064571
2212,317-3-2,317,3,317-3,2,K,0.444627,0.064571
2213,317-3-3,317,3,317-3,3,K,0.444627,0.064571
2214,317-3-4,317,3,317-3,4,K,-2.173584,0.064571
2215,317-3-5,317,3,317-3,5,K,-1.983691,-0.03769
2216,317-3-6,317,3,317-3,6,K,0.444627,-0.03769
2217,317-3-7,317,3,317-3,7,K,0.444627,-0.03769
2218,317-3-8,317,3,317-3,8,K,0.444627,-0.31854
2219,318-2-1,318,2,318-2,1,K,0.444627,-0.663763
2220,318-2-2,318,2,318-2,2,K,-2.374654,-0.879854
2221,318-2-3,318,2,318-2,3,K,-2.417881,-0.879854
2222,318-2-4,318,2,318-2,4,K,-1.054582,-0.879854
2223,318-2-5,318,2,318-2,5,K,-1.468581,-1.112457
2224,318-2-6,318,2,318-2,6,K,-1.46748,-1.112457
2225,318-2-7,318,2,318-2,7,K,-1.498323,-1.112457
2226,318-2-8,318,2,318-2,8,K,-0.978392,-0.712684
2227,318-3-1,318,3,318-3,1,K,0.444627,-0.61964
2228,318-3-2,318,3,318-3,2,K,-1.225647,-0.962556
2229,318-3-3,318,3,318-3,3,K,-0.258703,-0.962556
2230,318-3-4,318,3,318-3,4,K,-2.449757,-0.962556
2231,318-3-5,318,3,318-3,5,K,0.444627,-1.199823
2232,318-3-6,318,3,318-3,6,K,-0.184215,-1.199823
2233,318-3-7,318,3,318-3,7,K,-0.90099,-1.199823
2234,318-3-8,318,3,318-3,8,K,0.146746,-0.549347
2235,319-1-1,319,1,319-1,1,K,-0.915935,-0.23223
2236,319-1-2,319,1,319-1,2,K,-0.704141,-0.463455
2237,319-1-3,319,1,319-1,3,K,-0.665462,-0.463455
2238,319-1-4,319,1,319-1,4,K,-0.553841,-0.482072
2239,319-1-5,319,1,319-1,5,K,-0.461436,-0.430617
2240,319-1-6,319,1,319-1,6,K,0.058432,-0.218286
2241,319-2-1,319,2,319-2,1,K,-0.049486,-0.094546
2242,319-2-2,319,2,319-2,2,K,-0.6342,-0.193945
2243,319-2-3,319,2,319-2,3,K,-0.054653,-0.361774
2244,319-2-4,319,2,319-2,4,K,-0.173144,-0.415666
2245,319-2-5,319,2,319-2,5,K,-1.083254,-0.244462
2246,319-2-6,319,2,319-2,6,K,-0.035089,0.015742
2247,319-3-1,319,3,319-3,1,K,-0.675686,-0.160813
2248,319-3-2,319,3,319-3,2,K,-0.240673,-0.402196
2249,319-3-3,319,3,319-3,3,K,-1.176898,-0.400434
2250,319-3-4,319,3,319-3,4,K,0.047457,-0.439765
2251,319-3-5,319,3,319-3,5,K,0.159828,-0.470024
2252,319-3-6,319,3,319-3,6,K,-0.9306,-0.167696
2253,320-2-1,320,2,320-2,1,K,-0.300219,-0.308934
2254,320-2-2,320,2,320-2,2,K,-0.218239,-0.308934
2255,320-2-3,320,2,320-2,3,K,-0.838919,-0.39662
2256,320-2-4,320,2,320-2,4,K,-0.266752,-0.427108
2257,320-2-5,320,2,320-2,5,K,-0.151398,-0.238302
2258,320-2-6,320,2,320-2,6,K,-0.123427,-0.382102
2259,321-1-1,321,1,321-1,1,K,-0.234331,0.42481
2260,321-1-2,321,1,321-1,2,K,0.692422,0.551586
2261,321-1-3,321,1,321-1,3,K,-0.620339,0.800876
2262,321-1-4,321,1,321-1,4,K,0.682486,0.510616
2263,321-1-5,321,1,321-1,5,K,0.144304,0.800876
2264,321-1-6,321,1,321-1,6,K,0.92924,0.510616
2265,321-1-7,321,1,321-1,7,K,-0.274338,0.623505
2266,321-1-8,321,1,321-1,8,K,-0.02486,0.495718
2267,321-2-1,321,2,321-2,1,K,-0.456122,0.396892
2268,321-2-2,321,2,321-2,2,K,-0.043968,0.551586
2269,321-2-3,321,2,321-2,3,K,0.003627,0.704331
2270,321-2-4,321,2,321-2,4,K,-0.180892,0.667717
2271,321-2-5,321,2,321-2,5,K,-0.271725,0.704331
2272,321-2-6,321,2,321-2,6,K,-0.041749,0.667717
2273,321-2-7,321,2,321-2,7,K,0.290585,0.623505
2274,321-2-8,321,2,321-2,8,K,0.31306,0.398204
2275,321-3-1,321,3,321-3,1,K,0.062229,0.42481
2276,321-3-2,321,3,321-3,2,K,0.112839,0.537967
2277,321-3-3,321,3,321-3,3,K,0.612734,0.621555
2278,321-3-4,321,3,321-3,4,K,0.157269,0.652298
2279,321-3-5,321,3,321-3,5,K,-0.135587,0.621555
2280,321-3-6,321,3,321-3,6,K,0.455852,0.652298
2281,321-3-7,321,3,321-3,7,K,-0.504087,0.658775
2282,321-3-8,321,3,321-3,8,K,0.352778,0.495718
2283,322-1-1,322,1,322-1,1,K,1.535272,0.501114
2284,322-1-2,322,1,322-1,2,K,1.87319,0.744244
2285,322-1-3,322,1,322-1,3,K,1.334002,0.841709
2286,322-1-4,322,1,322-1,4,K,2.064526,0.690808
2287,322-1-5,322,1,322-1,5,K,1.174874,0.841709
2288,322-1-6,322,1,322-1,6,K,1.158791,0.690808
2289,322-1-7,322,1,322-1,7,K,1.62728,0.72139
2290,322-1-8,322,1,322-1,8,K,1.169369,0.544512
2291,322-2-1,322,2,322-2,1,K,0.838077,0.525264
2292,322-2-2,322,2,322-2,2,K,1.713468,0.898838
2293,322-2-3,322,2,322-2,3,K,2.139862,0.776927
2294,322-2-4,322,2,322-2,4,K,1.288089,0.649964
2295,322-2-5,322,2,322-2,5,K,1.228775,0.776927
2296,322-2-6,322,2,322-2,6,K,1.599565,0.649964
2297,322-2-7,322,2,322-2,7,K,0.992072,0.734879
2298,322-2-8,322,2,322-2,8,K,1.099719,0.549588
2299,322-3-1,322,3,322-3,1,K,1.563141,0.515571
2300,322-3-2,322,3,322-3,2,K,1.420095,0.937515
2301,322-3-3,322,3,322-3,3,K,1.594403,0.757684
2302,322-3-4,322,3,322-3,4,K,1.662195,0.686663
2303,322-3-5,322,3,322-3,5,K,1.590064,0.757684
2304,322-3-6,322,3,322-3,6,K,1.809339,0.686663
2305,322-3-7,322,3,322-3,7,K,1.214526,0.908503
2306,322-3-8,322,3,322-3,8,K,1.464697,0.365794
2307,323-1-1,323,1,323-1,1,K,0.444627,-0.658941
2308,323-1-2,323,1,323-1,2,K,0.444627,-0.784824
2309,323-1-3,323,1,323-1,3,K,0.444627,-0.784824
2310,323-1-4,323,1,323-1,4,K,-1.159488,-0.784824
2311,323-1-5,323,1,323-1,5,K,-1.312637,-0.27626
2312,323-1-6,323,1,323-1,6,K,-1.224718,-0.27626
2313,323-1-7,323,1,323-1,7,K,-0.849668,-0.27626
2314,323-1-8,323,1,323-1,8,K,-0.70011,-0.07158
2315,323-3-1,323,3,323-3,1,K,-1.166149,-0.254046
2316,323-3-2,323,3,323-3,2,K,-1.015721,-0.632651
2317,323-3-3,323,3,323-3,3,K,0.474992,-0.632651
2318,323-3-4,323,3,323-3,4,K,-1.355292,-0.632651
2319,323-3-5,323,3,323-3,5,K,-0.875584,-0.678265
2320,323-3-6,323,3,323-3,6,K,-0.917759,-0.678265
2321,323-3-7,323,3,323-3,7,K,0.444627,-0.678265
2322,323-3-8,323,3,323-3,8,K,0.218985,-0.102235
2323,324-3-1,324,3,324-3,1,K,-0.814091,-0.275144
2324,324-3-2,324,3,324-3,2,K,-0.604694,-0.574367
2325,324-3-3,324,3,324-3,3,K,0.444627,-0.574367
2326,324-3-4,324,3,324-3,4,K,-0.946142,-0.574367
2327,324-3-5,324,3,324-3,5,K,0.121831,-0.52564
2328,324-3-6,324,3,324-3,6,K,0.433573,-0.52564
2329,324-3-7,324,3,324-3,7,K,-0.632706,-0.52564
2330,324-3-8,324,3,324-3,8,K,0.193654,0.011796
2331,326-1-1,326,1,326-1,1,K,0.444627,-0.631169
2332,326-1-2,326,1,326-1,2,K,-1.083037,-0.572355
2333,326-1-3,326,1,326-1,3,K,-0.427134,-0.572355
2334,326-1-4,326,1,326-1,4,K,-0.507326,-0.568617
2335,326-1-5,326,1,326-1,5,K,-0.84922,-0.568617
2336,326-1-6,326,1,326-1,6,K,-2.0571,-0.515657
2337,326-2-1,326,2,326-2,1,K,-2.004745,-0.594927
2338,326-2-2,326,2,326-2,2,K,-1.691178,-0.572355
2339,326-2-3,326,2,326-2,3,K,-2.364344,-0.572355
2340,326-2-4,326,2,326-2,4,K,-0.881226,-0.568617
2341,326-2-5,326,2,326-2,5,K,-1.074539,-0.568617
2342,326-2-6,326,2,326-2,6,K,-1.67693,-0.568617
2343,327-1-1,327,1,327-1,1,K,1.029595,0.477364
2344,327-1-2,327,1,327-1,2,K,0.959062,0.723127
2345,327-1-3,327,1,327-1,3,K,1.027378,0.985484
2346,327-1-4,327,1,327-1,4,K,1.055705,0.835625
2347,327-1-5,327,1,327-1,5,K,1.040303,0.985484
2348,327-1-6,327,1,327-1,6,K,0.742426,0.835625
2349,327-1-7,327,1,327-1,7,K,1.293633,0.511517
2350,327-1-8,327,1,327-1,8,K,1.115662,0.324295
2351,327-2-1,327,2,327-2,1,K,0.852446,0.632306
2352,327-2-2,327,2,327-2,2,K,1.293189,0.862939
2353,327-2-3,327,2,327-2,3,K,0.74068,0.992945
2354,327-2-4,327,2,327-2,4,K,0.63475,0.86223
2355,327-2-5,327,2,327-2,5,K,1.175407,0.992945
2356,327-2-6,327,2,327-2,6,K,1.607892,0.86223
2357,327-2-7,327,2,327-2,7,K,0.61568,0.762888
2358,327-2-8,327,2,327-2,8,K,1.055801,0.474921
2359,327-3-1,327,3,327-3,1,K,1.109979,0.755861
2360,327-3-2,327,3,327-3,2,K,1.524416,0.862939
2361,327-3-3,327,3,327-3,3,K,1.061754,0.992945
2362,327-3-4,327,3,327-3,4,K,1.465208,1.035768
2363,327-3-5,327,3,327-3,5,K,0.220322,0.992945
2364,327-3-6,327,3,327-3,6,K,0.963215,1.035768
2365,327-3-7,327,3,327-3,7,K,0.776142,0.89199
2366,327-3-8,327,3,327-3,8,K,1.385697,0.566337
2367,328-1-1,328,1,328-1,1,K,1.108286,0.500218
2368,328-1-2,328,1,328-1,2,K,0.897186,0.666192
2369,328-1-3,328,1,328-1,3,K,0.462923,0.728184
2370,328-1-4,328,1,328-1,4,K,0.718501,0.669972
2371,328-1-5,328,1,328-1,5,K,-0.213369,0.728184
2372,328-1-6,328,1,328-1,6,K,0.311926,0.669972
2373,328-1-7,328,1,328-1,7,K,0.833686,0.588053
2374,328-1-8,328,1,328-1,8,K,0.847767,0.439714
2375,328-2-1,328,2,328-2,1,K,0.874689,0.697793
2376,328-2-2,328,2,328-2,2,K,0.827764,0.681419
2377,328-2-3,328,2,328-2,3,K,1.201231,0.69005
2378,328-2-4,328,2,328-2,4,K,0.70623,0.666126
2379,328-2-5,328,2,328-2,5,K,0.651509,0.69005
2380,328-2-6,328,2,328-2,6,K,0.957932,0.666126
2381,328-2-7,328,2,328-2,7,K,0.630504,0.691802
2382,328-2-8,328,2,328-2,8,K,0.844127,0.73554
2383,328-3-1,328,3,328-3,1,K,1.218439,0.573792
2384,328-3-2,328,3,328-3,2,K,0.420146,0.730342
2385,328-3-3,328,3,328-3,3,K,0.689278,0.705195
2386,328-3-4,328,3,328-3,4,K,0.947379,0.666126
2387,328-3-5,328,3,328-3,5,K,0.988303,0.705195
2388,328-3-6,328,3,328-3,6,K,0.523497,0.666126
2389,328-3-7,328,3,328-3,7,K,0.584645,0.667179
2390,328-3-8,328,3,328-3,8,K,0.570189,0.60547
2391,330-3-1,330,3,330-3,1,K,0.444627,0.026758
2392,330-3-2,330,3,330-3,2,K,0.444627,0.007972
2393,330-3-3,330,3,330-3,3,K,0.444627,0.007972
2394,330-3-4,330,3,330-3,4,K,0.444627,0.007972
2395,330-3-5,330,3,330-3,5,K,0.444627,0.030393
2396,330-3-6,330,3,330-3,6,K,0.444627,0.030393
2397,330-3-7,330,3,330-3,7,K,0.444627,0.030393
2398,330-3-8,330,3,330-3,8,K,0.444627,0.06017
2399,331-3-1,331,3,331-3,1,K,-1.441208,-0.276572
2400,331-3-2,331,3,331-3,2,K,0.41567,-0.007184
2401,331-3-3,331,3,331-3,3,K,-0.342572,-0.05713
2402,331-3-4,331,3,331-3,4,K,0.234461,-0.06298
2403,331-3-5,331,3,331-3,5,K,0.294464,-0.078133
2404,331-3-6,331,3,331-3,6,K,0.303947,-0.250107
2405,332-1-1,332,1,332-1,1,K,-0.538713,-0.236637
2406,332-1-2,332,1,332-1,2,K,0.016944,0.002738
2407,332-1-3,332,1,332-1,3,K,-0.387714,0.001214
2408,332-1-4,332,1,332-1,4,K,0.444627,0.042124
2409,332-1-6,332,1,332-1,6,K,0.463506,-0.168378
2410,332-3-1,332,3,332-3,1,K,0.294464,-0.182478
2411,332-3-2,332,3,332-3,2,K,0.303947,0.001214
2412,332-3-3,332,3,332-3,3,K,0.29942,-0.036867
2413,332-3-4,332,3,332-3,4,K,-1.441208,-0.036587
2414,332-3-5,332,3,332-3,5,K,-0.342572,-0.172979
2415,332-3-6,332,3,332-3,6,K,0.41567,-0.192689
2416,333-1-1,333,1,333-1,1,K,-1.085375,-0.714692
2417,333-1-2,333,1,333-1,2,K,-1.204012,-0.826179
2418,333-1-3,333,1,333-1,3,K,0.444627,-0.758504
2419,333-1-4,333,1,333-1,4,K,0.444627,-0.809822
2420,333-1-5,333,1,333-1,5,K,-1.166648,-0.756468
2421,333-3-1,333,3,333-3,1,K,0.444627,-0.707029
2422,333-3-2,333,3,333-3,2,K,0.444627,-0.826179
2423,333-3-3,333,3,333-3,3,K,-1.015638,-0.758504
2424,333-3-4,333,3,333-3,4,K,0.444627,-0.809822
2425,333-3-5,333,3,333-3,5,K,-1.18255,-0.756468
2426,333-3-6,333,3,333-3,6,K,0.444627,-0.838012
2427,334-2-1,334,2,334-2,1,,0.029876,0.652517
2428,334-2-2,334,2,334-2,2,,0.7334,0.652517
2429,334-2-3,334,2,334-2,3,,-0.027391,0.652517
2430,334-2-4,334,2,334-2,4,,-0.526998,0.652517
2431,334-2-5,334,2,334-2,5,,-0.260064,0.652517
2432,334-2-6,334,2,334-2,6,,0.114554,0.652517
2433,334-3-1,334,3,334-3,1,,0.405212,0.499871
2434,334-3-2,334,3,334-3,2,,0.2331,0.499871
2435,334-3-3,334,3,334-3,3,,-0.002772,0.499871
2436,334-3-4,334,3,334-3,4,,0.426496,0.499871
2437,334-3-5,334,3,334-3,5,,1.041303,0.499871
2438,334-3-6,334,3,334-3,6,,0.08781,0.499871
2439,339-1-1,339,1,339-1,1,N,-0.240039,0.296644
2440,339-1-2,339,1,339-1,2,N,0.576687,0.589882
2441,339-1-3,339,1,339-1,3,N,1.038709,0.805032
2442,339-1-4,339,1,339-1,4,N,1.284139,0.908829
2443,339-1-5,339,1,339-1,5,N,1.525564,0.908829
2444,339-1-6,339,1,339-1,6,N,1.170533,0.921299
2445,339-2-1,339,2,339-2,1,N,-1.083374,0.296644
2446,339-2-2,339,2,339-2,2,N,-0.025632,0.607932
2447,339-2-3,339,2,339-2,3,N,0.732842,0.87707
2448,339-2-4,339,2,339-2,4,N,1.176438,0.908829
2449,339-2-5,339,2,339-2,5,N,0.795357,0.908829
2450,339-2-6,339,2,339-2,6,N,0.911809,0.786226
2451,340-1-1,340,1,340-1,1,N,-0.053092,-0.008062
2452,340-1-2,340,1,340-1,2,N,0.145909,0.268893
2453,340-1-3,340,1,340-1,3,N,1.016718,0.396654
2454,340-1-4,340,1,340-1,4,N,0.990141,0.594222
2455,340-1-5,340,1,340-1,5,N,1.5135,0.805194
2456,340-1-6,340,1,340-1,6,N,1.128687,0.935221
2457,340-2-1,340,2,340-2,1,N,1.065881,0.228722
2458,340-2-2,340,2,340-2,2,N,0.571972,0.198107
2459,340-2-3,340,2,340-2,3,N,0.209584,0.418563
2460,340-2-4,340,2,340-2,4,N,0.227983,0.788619
2461,340-2-5,340,2,340-2,5,N,0.852229,0.872487
2462,340-2-6,340,2,340-2,6,N,1.283442,0.897098
2463,340-3-1,340,3,340-3,1,N,0.447969,0.158991
2464,340-3-2,340,3,340-3,2,N,0.298986,0.235948
2465,340-3-3,340,3,340-3,3,N,0.284982,0.334051
2466,340-3-4,340,3,340-3,4,N,0.661072,0.446801
2467,340-3-5,340,3,340-3,5,N,1.437889,0.542612
2468,340-3-6,340,3,340-3,6,N,0.902408,0.800398
2469,341-1-1,341,1,341-1,1,N,-0.59905,0.142869
2470,341-1-2,341,1,341-1,2,N,0.135058,0.164418
2471,341-1-3,341,1,341-1,3,N,0.754558,0.353786
2472,341-1-4,341,1,341-1,4,N,0.823473,0.445013
2473,341-1-5,341,1,341-1,5,N,0.442879,0.637051
2474,341-1-6,341,1,341-1,6,N,0.757256,0.71002
2475,341-2-1,341,2,341-2,1,N,0.971027,0.358609
2476,341-2-2,341,2,341-2,2,N,0.411621,0.26231
2477,341-2-3,341,2,341-2,3,N,0.409928,0.895679
2478,341-2-4,341,2,341-2,4,N,0.339807,0.883556
2479,341-2-5,341,2,341-2,5,N,0.541432,0.535692
2480,341-2-6,341,2,341-2,6,N,0.503516,0.573094
2481,341-3-1,341,3,341-3,1,N,-0.374638,-0.344317
2482,341-3-2,341,3,341-3,2,N,0.026816,-0.169147
2483,341-3-3,341,3,341-3,3,N,0.261144,0.020301
2484,341-3-4,341,3,341-3,4,N,0.247942,0.020301
2485,341-3-5,341,3,341-3,5,N,-0.043772,0.071104
2486,341-3-6,341,3,341-3,6,N,0.131176,0.018079
2487,342-1-1,342,1,342-1,1,N,0.444627,0.029881
2488,342-1-2,342,1,342-1,2,N,-2.364761,-0.22439
2489,342-1-3,342,1,342-1,3,N,0.444627,-0.44408
2490,342-1-4,342,1,342-1,4,N,0.444627,-0.395575
2491,342-1-5,342,1,342-1,5,N,-2.183555,-0.116063
2492,342-1-6,342,1,342-1,6,N,0.444627,-0.22439
2493,342-2-1,342,2,342-2,1,N,0.444627,0.117968
2494,342-2-2,342,2,342-2,2,N,0.444627,-0.281214
2495,342-2-3,342,2,342-2,3,N,0.444627,-0.610778
2496,342-2-4,342,2,342-2,4,N,-1.761111,-0.657509
2497,342-2-5,342,2,342-2,5,N,-2.277292,-0.298725
2498,342-2-6,342,2,342-2,6,N,-2.458129,-0.281214
2499,343-1-1,343,1,343-1,1,N,0.444627,0.10592
2500,343-1-2,343,1,343-1,2,N,0.444627,-0.208507
2501,343-1-3,343,1,343-1,3,N,0.444627,-0.002043
2502,343-1-4,343,1,343-1,4,N,-1.911525,0.259532
2503,343-2-1,343,2,343-2,1,N,0.444627,-0.041943
2504,343-2-2,343,2,343-2,2,N,0.444627,-0.356672
2505,343-2-3,343,2,343-2,3,N,0.444627,-0.324598
2506,343-2-4,343,2,343-2,4,N,-1.29228,-0.16357
2507,344-3-1,344,3,344-3,1,K,0.444627,0.147985
2508,344-3-2,344,3,344-3,2,K,-2.107885,0.394136
2509,344-3-3,344,3,344-3,3,K,0.444627,0.286478
2510,344-3-4,344,3,344-3,4,K,0.444627,0.139732
2511,344-3-5,344,3,344-3,5,K,0.444627,0.139732
2512,344-3-6,344,3,344-3,6,K,0.444627,0.117024
2513,344-3-7,344,3,344-3,7,K,0.444627,0.139732
2514,344-3-8,344,3,344-3,8,K,-2.261444,0.139732
2515,345-2-1,345,2,345-2,1,K,0.444627,-0.426492
2516,345-2-2,345,2,345-2,2,K,0.444627,-0.509596
2517,345-2-3,345,2,345-2,3,K,0.444627,-0.509596
2518,345-2-4,345,2,345-2,4,K,0.444627,-0.480791
2519,345-2-5,345,2,345-2,5,K,-2.179565,-0.480791
2520,345-2-6,345,2,345-2,6,K,-1.087722,-0.480791
2521,345-2-7,345,2,345-2,7,K,-2.21843,-0.480791
2522,345-2-8,345,2,345-2,8,K,-1.744582,-0.480791
2523,345-3-1,345,3,345-3,1,K,0.444627,-0.426492
2524,345-3-2,345,3,345-3,2,K,-1.029925,-0.509596
2525,345-3-3,345,3,345-3,3,K,0.444627,-0.509596
2526,345-3-4,345,3,345-3,4,K,-0.756661,-0.480791
2527,345-3-5,345,3,345-3,5,K,0.444627,-0.480791
2528,345-3-6,345,3,345-3,6,K,-1.21277,-0.480791
2529,345-3-7,345,3,345-3,7,K,0.444627,-0.480791
2530,345-3-8,345,3,345-3,8,K,-1.113663,-0.480791
2531,350-1-1,350,1,350-1,1,K,-0.047873,0.205309
2532,350-1-2,350,1,350-1,2,K,-0.509426,-0.037938
2533,350-1-3,350,1,350-1,3,K,-0.165703,-0.302968
2534,350-1-4,350,1,350-1,4,K,-0.234677,-0.219507
2535,350-1-5,350,1,350-1,5,K,-0.33325,-0.216748
2536,350-1-6,350,1,350-1,6,K,-0.256369,-0.219507
2537,350-1-7,350,1,350-1,7,K,-0.092174,-0.227381
2538,350-1-8,350,1,350-1,8,K,-0.300926,0.071879
2539,350-2-1,350,2,350-2,1,K,-0.680987,0.205309
2540,350-2-2,350,2,350-2,2,K,-0.672636,0.310805
2541,350-2-3,350,2,350-2,3,K,-0.716955,-0.299091
2542,350-2-4,350,2,350-2,4,K,-0.536671,-0.21405
2543,350-2-5,350,2,350-2,5,K,-0.173088,-0.18804
2544,350-2-6,350,2,350-2,6,K,0.202721,-0.21405
2545,350-2-7,350,2,350-2,7,K,-0.427818,-0.196097
2546,350-2-8,350,2,350-2,8,K,-0.197257,0.106683
2547,350-3-1,350,3,350-3,1,K,-0.737929,0.29669
2548,350-3-2,350,3,350-3,2,K,-0.325505,0.253043
2549,350-3-3,350,3,350-3,3,K,-0.36029,-0.050887
2550,350-3-4,350,3,350-3,4,K,-0.227385,-0.10844
2551,350-3-5,350,3,350-3,5,K,-0.178928,0.042328
2552,350-3-6,350,3,350-3,6,K,-0.400956,-0.10844
2553,350-3-7,350,3,350-3,7,K,-0.303504,-0.123454
2554,350-3-8,350,3,350-3,8,K,-0.304373,0.279719
2555,351-1-1,351,1,351-1,1,K,0.932731,0.810689
2556,351-1-2,351,1,351-1,2,K,0.656547,0.859483
2557,351-1-3,351,1,351-1,3,K,1.025723,0.645209
2558,351-1-4,351,1,351-1,4,K,0.941743,0.755868
2559,351-1-5,351,1,351-1,5,K,0.64921,0.723214
2560,351-1-6,351,1,351-1,6,K,1.345414,0.755868
2561,351-1-7,351,1,351-1,7,K,1.024681,0.676467
2562,351-1-8,351,1,351-1,8,K,0.777998,0.99522
2563,351-3-1,351,3,351-3,1,K,0.237657,0.74159
2564,351-3-2,351,3,351-3,2,K,1.062361,0.873071
2565,351-3-3,351,3,351-3,3,K,1.080872,0.723214
2566,351-3-4,351,3,351-3,4,K,0.87258,0.755868
2567,351-3-5,351,3,351-3,5,K,0.475674,0.856491
2568,351-3-6,351,3,351-3,6,K,1.45028,0.755868
2569,351-3-7,351,3,351-3,7,K,0.715549,0.938345
2570,351-3-8,351,3,351-3,8,K,0.954061,1.079429
2571,352-1-1,352,1,352-1,1,K,-2.016364,-1.257863
2572,352-1-2,352,1,352-1,2,K,-1.906152,-1.366556
2573,352-1-3,352,1,352-1,3,K,-1.688382,-1.486448
2574,352-1-4,352,1,352-1,4,K,-1.486209,-1.362446
2575,352-1-5,352,1,352-1,5,K,-1.843677,-1.362446
2576,352-1-6,352,1,352-1,6,K,-1.828324,-1.362446
2577,352-1-7,352,1,352-1,7,K,-1.620537,-1.363133
2578,352-1-8,352,1,352-1,8,K,-0.758463,-1.363133
2579,352-2-1,352,2,352-2,1,K,0.444627,-1.332172
2580,352-2-2,352,2,352-2,2,K,-1.852772,-1.332172
2581,352-2-3,352,2,352-2,3,K,-1.631805,-1.356922
2582,352-2-4,352,2,352-2,4,K,-1.983777,-1.446007
2583,352-2-5,352,2,352-2,5,K,-1.022802,-1.446007
2584,352-2-6,352,2,352-2,6,K,-2.09817,-1.446007
2585,352-2-7,352,2,352-2,7,K,-0.967231,-1.360323
2586,352-2-8,352,2,352-2,8,K,-1.288322,-1.360323
2587,352-3-1,352,3,352-3,1,K,0.444627,-1.303447
2588,352-3-2,352,3,352-3,2,K,-2.386462,-1.303447
2589,352-3-3,352,3,352-3,3,K,0.444627,-1.248229
2590,352-3-4,352,3,352-3,4,K,-1.496467,-1.446007
2591,352-3-5,352,3,352-3,5,K,-0.697176,-1.446007
2592,352-3-6,352,3,352-3,6,K,-1.739376,-1.446007
2593,352-3-7,352,3,352-3,7,K,-0.421455,-1.388412
2594,352-3-8,352,3,352-3,8,K,-1.865823,-1.388412
