X,ID,NoEssai,NoBloc,ID_bl,NoTraitement,test_type,obsv,pred,index,tsizeMS_L,tsizeS_M,RendGros,RendMoy,RendPetit
205,17-1-1,17,1,17-1,1,N,-1.51427,0.175666,328,-1.9441709064463184,1.3617824736103252,0.64462953,18.26450336,2.662081208
206,17-1-2,17,1,17-1,2,NPK,1.060175,0.570714,329,0.6109206220331662,1.912074677955475,9.848506711,18.01381409,1.205695973
207,17-1-3,17,1,17-1,3,NPK,1.440892,1.408345,330,0.9887755981839579,1.4206848245034849,20.35358054,16.55742886,2.220390604
208,17-1-4,17,1,17-1,4,NPK,1.375422,1.560703,331,0.9237981833994675,1.8828686848645302,17.09462013,20.87883423,1.456385235
209,17-1-5,17,1,17-1,5,NPK,1.68959,1.58622,332,1.2356036971828055,1.9409120710155903,20.5326443,17.83475034,1.146008054
210,17-1-6,17,1,17-1,6,NPK,1.70493,1.378309,333,1.2508288578820441,1.821570329755097,20.62814497,16.16348859,1.229571141
211,17-1-7,17,1,17-1,7,NPK,-0.099363,0.431841,334,-0.5399002529098292,1.5667552285395896,2.220390604,13.02390403,1.420572483
212,17-1-8,17,1,17-1,8,NPK,1.657421,1.09021,335,1.2036773903659237,1.9328831097322463,21.67865235,19.47019933,1.265383893
213,17-1-9,17,1,17-1,9,NPK,1.343953,1.58622,336,0.8925657445372385,1.5811897533982306,13.72822148,14.07441141,1.50413557
214,17-2-1,17,2,17-2,1,NPK,-0.620346,0.061376,337,-1.0569670514502052,1.1859383841740105,1.921951007,16.22317651,3.032146309
215,17-2-2,17,2,17-2,2,NPK,1.53704,0.759442,338,1.0842008687930016,1.545026443730246,17.19012081,13.58497047,1.528010738
216,17-2-3,17,2,17-2,3,NPK,2.094446,1.3430280000000001,339,1.6374170899504175,1.488218324398077,23.62447852,9.10837651,1.110195302
217,17-2-4,17,2,17-2,4,NPK,1.666308,1.72141,340,1.2124973456072152,1.6151467690973675,20.80720872,14.76679128,1.50413557
218,17-2-5,17,2,17-2,5,NPK,2.006581,1.701686,341,1.5502122326540757,1.4387541611405932,26.45368591,10.95870201,1.432510067
219,17-2-6,17,2,17-2,6,NPK,1.385505,1.554661,342,0.9338048212043233,2.195871453000691,12.21214832,18.38387919,0.823693289
220,17-2-7,17,2,17-2,7,NPK,0.598965,0.431841,343,0.1531779228510768,1.0415914643607316,6.887985906,11.92564631,2.733706711
221,17-2-8,17,2,17-2,8,NPK,1.361586,1.137095,344,0.9100660587150358,1.9673482897228296,15.06523087,19.8641396,1.229571141
222,17-2-9,17,2,17-2,9,NPK,1.024816,1.701686,345,0.5758275231581879,1.3112661931865202,14.16991208,17.69149933,2.769519463
223,18-2-1,18,2,18-2,1,N,-0.797135,-0.092476,361,-1.2324264026032556,0.7254528036103677,1.802575168,13.62078322,4.882471812
224,18-2-2,18,2,18-2,2,N,-0.550168,0.408304,362,-0.9873167239512252,1.0055962516900427,3.032146309,20.68783289,4.989910067
225,18-2-3,18,2,18-2,3,N,-0.204515,0.560266,363,-0.6442614984348567,0.9344648396219785,6.279169128,26.76406309,7.138675168
226,18-2-4,18,2,18-2,4,N,0.320912,0.853558,364,-0.12278486857219789,1.4247515891352895,9.000938255,28.65020134,3.820026846
227,18-2-5,18,2,18-2,5,N,0.651567,0.760197,365,0.20538444335813041,1.3779703447399934,12.28377383,25.30767785,3.605150336
228,18-2-6,18,2,18-2,6,N,0.707978,0.727255,366,0.2613717863897228,1.4988441692617442,13.14327987,27.54000604,3.306710738
229,18-3-1,18,3,18-3,1,N,-0.091658,0.050724,367,-0.5322529017226294,1.3212700708283527,3.008271141,14.69516577,2.26814094
230,18-3-2,18,3,18-3,2,N,-1.156632,0.295938,368,-1.5892211416517652,1.0163137906030892,1.587698658,22.81272282,5.419663087
231,18-3-3,18,3,18-3,3,N,0.344354,0.511687,369,-0.09951951400800019,1.4596642446640025,8.869624832,28.12494765,3.569337584
232,18-3-4,18,3,18-3,4,N,-0.09892,0.511143,370,-0.5394602888204063,0.819001104981727,7.162550336,24.74661141,7.771367114
233,18-3-5,18,3,18-3,5,N,0.049477,0.654135,371,-0.3921790279289437,1.205983492862053,8.177244966,31.01384295,5.634539597
234,18-3-6,18,3,18-3,6,N,-0.57748,0.731426,372,-1.0144227835595252,1.1703798815521476,3.808089262,30.17821208,5.76585302
235,19-1-1,19,1,19-1,1,N,-0.703513,0.175666,373,-1.1395088317991438,1.2564699870294467,1.301196644,12.77321477,2.160702685
236,19-1-2,19,1,19-1,2,NPK,1.229489,0.570714,374,0.7789621660881664,1.7820262951127561,14.9697302,20.32970537,1.635448993
237,19-1-3,19,1,19-1,3,NPK,1.362649,1.408345,375,0.9111204827516769,2.0916161635351123,12.95227852,18.62263087,0.966944295
238,19-1-4,19,1,19-1,4,NPK,1.85836,1.560703,376,1.4031056040087835,1.766277676884207,23.67222886,14.80260403,1.217633557
239,19-1-5,19,1,19-1,5,NPK,2.301998,1.58622,377,1.843408467818982,2.3324700599432013,23.75579195,12.92840336,0.477503356
240,19-1-6,19,1,19-1,6,NPK,1.666647,1.378309,378,1.212833987920173,2.111489410989852,17.13043289,17.26174631,0.871443624
241,19-1-7,19,1,19-1,7,NPK,-1.097408,0.431841,379,-1.5304429806456676,0.26226903981146915,0.692379866,5.431600671,3.748401342
242,19-1-8,19,1,19-1,8,NPK,1.812098,1.09021,380,1.357190889796542,1.8355759846538713,21.42796309,14.88616711,1.110195302
243,19-1-9,19,1,19-1,9,NPK,0.985913,1.58622,381,0.5372171808761426,1.2619324611771159,10.57669933,13.37009396,2.244265772
244,19-2-1,19,2,19-2,1,NPK,-0.157907,0.061376,382,-0.5980046179909662,2.016032524316608,2.101014765,18.18094027,1.050507383
245,19-2-2,19,2,19-2,2,NPK,0.386292,0.759442,383,-0.057895955178882796,2.038167123629143,5.921041611,26.85956376,1.50413557
246,19-2-3,19,2,19-2,3,NPK,1.58343,1.3430280000000001,384,1.1302424448303507,1.8358196322793696,21.11758591,19.37469866,1.444447651
247,19-2-4,19,2,19-2,4,NPK,2.176577,1.72141,385,1.7189298810914022,1.8123968291124721,29.65295839,13.01196644,1.002757047
248,19-2-5,19,2,19-2,5,NPK,2.055232,1.701686,386,1.5984972158094493,1.6975132825042385,27.80263289,13.03584161,1.181820805
249,19-2-6,19,2,19-2,6,NPK,2.868297,1.554661,387,2.405450567382615,3.1127799265652634,32.84029329,15.59048456,0.191001342
250,19-2-7,19,2,19-2,7,NPK,0.282635,0.431841,388,-0.16077404231748518,0.8718864189777294,4.249779866,9.585879866,2.793394631
251,19-2-8,19,2,19-2,8,NPK,2.031827,1.137095,389,1.575267932396998,1.3498064312571754,25.18830201,9.502316779,1.408634899
252,19-2-9,19,2,19-2,9,NPK,1.580887,1.701686,390,1.127717931449197,2.1582126393866714,13.54915772,15.66211007,0.740130201
253,19-3-1,19,3,19-3,1,NPK,0.860371,0.085962,391,0.4126190566302749,1.371120279840177,13.09552953,20.83108389,2.996333557
254,19-3-2,19,3,19-3,2,NPK,2.071566,0.748669,392,1.6147082503516785,2.1258384509314534,27.14606577,16.89168121,0.835630872
255,19-3-3,19,3,19-3,3,NPK,2.000036,1.115564,393,1.5437161449572878,1.772985050922729,24.37654631,12.8925906,1.050507383
256,19-3-4,19,3,19-3,4,NPK,1.505708,1.256771,394,1.0531040992750134,1.5671062100819833,22.06065503,18.39581678,2.005514094
257,19-3-5,19,3,19-3,5,NPK,2.653988,1.306629,395,2.192752745613219,2.344584525069676,32.15985101,11.50783087,0.417815436
258,19-3-6,19,3,19-3,6,NPK,0.444627,1.273707,396,-2.7755575615628914e-17,0.493210152065247,0,5.491288591,2.733706711
259,19-3-7,19,3,19-3,7,NPK,0.444627,0.431841,397,0,0.12188486277837945,0,4.297530201,3.617087919
260,19-3-8,19,3,19-3,8,NPK,2.246509,0.691684,398,1.788336460323162,2.039804892907887,31.14515638,14.74291611,0.823693289
261,19-3-9,19,3,19-3,9,NPK,1.542409,1.306629,399,1.0895298052368578,1.8257806735277522,19.1240094,18.31225369,1.384759732
262,20-1-1,20,1,20-1,1,N,-1.099935,-0.006411,400,-1.5329510708446834,0.9266602091552246,1.360884564,17.13043289,4.619844966
263,20-1-2,20,1,20-1,2,N,0.407634,0.609405,401,-0.03671475507146388,1.0178636838689663,8.368246309,17.97800134,4.26171745
264,20-1-3,20,1,20-1,3,N,1.600752,0.826243,402,1.1474338338528387,2.115117434553734,19.32694832,21.15339866,1.062444966
265,20-1-4,20,1,20-1,4,N,1.680227,0.898448,403,1.2263112173019062,1.5817226645941347,26.57306174,18.10931477,1.933888591
266,20-1-5,20,1,20-1,5,N,1.147205,0.859994,404,0.6972962879381266,1.9248823383410905,12.79708993,21.24889933,1.396697315
267,20-1-6,20,1,20-1,6,N,1.589104,0.892491,405,1.1358732540646808,1.538355407164711,19.9357651,14.71904094,1.671261745
268,20-2-1,20,2,20-2,1,N,0.444627,-0.092476,406,5.551115123125783e-17,1.0113827815276513,0,14.9697302,3.581275168
269,20-2-2,20,2,20-2,2,N,0.937458,0.408304,407,0.4891266334140131,1.04803288495202,15.41142081,17.76312483,4.034903356
270,20-2-3,20,2,20-2,3,N,0.602777,0.560266,408,0.15696164124506062,1.8649529961644227,9.573942282,29.53358255,2.112952349
271,20-2-4,20,2,20-2,4,N,1.836822,0.853558,409,1.3817292043335643,2.189543544969695,22.87241074,19.80445168,0.895318792
272,20-2-5,20,2,20-2,5,N,1.279494,0.760197,410,0.8285914981915723,1.6173305007113772,19.01657114,21.63090201,2.196515436
273,20-2-6,20,2,20-2,6,N,1.760979,0.727255,411,1.306456193445526,1.5629514318671731,25.53449195,15.5666094,1.707074497
274,20-3-1,20,3,20-3,1,N,-1.084852,0.050724,412,-1.517981262565272,1.149607788070232,1.169883221,16.92749396,3.330585906
275,20-3-2,20,3,20-3,2,N,0.668077,0.295938,413,0.22177086233700044,1.7003254163853827,10.52894899,26.70437517,2.411391946
276,20-3-3,20,3,20-3,3,N,1.498304,0.511687,414,1.0457561205288948,1.4684202965017235,21.84577852,17.14237047,2.148765101
277,20-3-4,20,3,20-3,4,N,1.562394,0.511143,415,1.1093646300227507,1.7607174425348455,23.55285302,21.02208523,1.742887248
278,20-3-5,20,3,20-3,5,N,1.633228,0.654135,416,1.1796653995968485,1.7311900987425093,23.9348557,19.1956349,1.659324161
279,20-3-6,20,3,20-3,6,N,2.314478,0.731426,417,1.8557941144456773,1.7614781555558148,26.9789396,9.657505369,0.799818121
280,22-1-1,22,1,22-1,1,N,0.444627,-0.157031,445,0,-1.468057371754784,0,0.453628188,3.617087919
281,22-1-2,22,1,22-1,2,N,-1.647323,-0.227881,446,-2.0762240928432476,-0.922059376278332,0.764005369,5.06153557,18.64650604
282,22-1-3,22,1,22-1,3,N,0.444627,-0.265519,447,-4.163336342344337e-17,-0.14827779162230983,0,13.40590671,16.53355369
283,22-1-4,22,1,22-1,4,N,0.444627,-0.389492,448,2.7755575615628914e-17,-0.5179662979919626,0,12.48671275,25.97618255
284,22-1-5,22,1,22-1,5,N,-1.330972,-0.590135,449,-1.762250557703621,-0.15165529600226574,1.707074497,13.27459329,16.4499906
285,22-1-6,22,1,22-1,6,N,-1.012216,-0.612093,450,-1.4458913562758013,-0.5793886387667351,1.683199329,6.565671141,14.8981047
286,22-1-7,22,1,22-1,7,N,0.444627,-0.227881,451,5.551115123125783e-17,-1.2730453325784452,0,2.303953691,13.94309799
287,22-1-8,22,1,22-1,8,N,0.444627,-0.227881,452,0,-0.8997165505873794,0,7.484865101,26.71631275
288,22-1-9,22,1,22-1,9,N,0.444627,-0.389492,453,2.7755575615628914e-17,-0.5111784535143862,0,8.296620805,17.09462013
289,22-1-10,22,1,22-1,10,N,0.444627,-0.590135,454,5.551115123125783e-17,-0.9697540007275874,0,4.452718792,17.54824832
290,22-3-1,22,3,22-3,1,N,0.444627,-0.157031,465,0,-2.1694410346543647,0,0.382002685,8.213057718
291,22-3-2,22,3,22-3,2,N,0.444627,-0.27293,466,-5.551115123125783e-17,-1.0267117067333733,0,2.900832886,12.39121208
292,22-3-3,22,3,22-3,3,N,0.444627,-0.411154,467,-5.551115123125783e-17,-0.9008294151139157,0,4.297530201,15.36367047
293,22-3-4,22,3,22-3,4,N,-1.132097,-0.49541,468,-1.5648710763515703,-0.3700980462465487,1.695136913,8.869624832,14.9697302
294,22-3-5,22,3,22-3,5,N,-2.021963,-0.466168,469,-2.4480469555505517,-0.15778631842242574,0.716255034,12.84484027,16.05605034
295,22-3-6,22,3,22-3,6,N,0.444627,-0.498179,470,0,-0.6782425278801868,0,7.246113423,18.90913289
296,22-3-7,22,3,22-3,7,N,0.444627,-0.27293,471,1.1102230246251565e-16,-1.8077069591024724,0,0.871443624,11.23326644
297,22-3-8,22,3,22-3,8,N,0.444627,-0.27293,472,-2.7755575615628914e-17,-0.5389143992177038,0,5.849416107,12.53446309
298,22-3-9,22,3,22-3,9,N,-1.591973,-0.49541,473,-2.0212897580040976,-0.4038060029558301,1.110195302,9.920132215,17.56018591
299,22-3-10,22,3,22-3,10,N,0.444627,-0.389492,474,-4.85722573273506e-17,-0.11360884320081381,0,12.25989866,14.39672617
300,23-1-1,23,1,23-1,1,N,0.444627,-0.157031,475,2.7755575615628914e-17,-0.6964814253149624,0,3.593212752,9.621692617
301,23-1-2,23,1,23-1,2,N,-1.276516,-0.227881,476,-1.708203863066659,-0.30411371183186003,1.56382349,10.21857181,15.7098604
302,23-1-3,23,1,23-1,3,N,0.444627,-0.265519,477,4.163336342344337e-17,0.2551310003577115,0,15.29204497,10.66026242
303,23-1-4,23,1,23-1,4,N,-1.302534,-0.389492,478,-1.7340260838963273,0.08506705753183003,1.802575168,16.0083,14.19378725
304,23-1-5,23,1,23-1,5,N,0.444627,-0.590135,479,-4.5102810375396984e-17,-0.04092764883080459,0,11.01838993,11.67495705
305,23-1-6,23,1,23-1,6,N,-1.910735,-0.612093,480,-2.337655881348207,0.005937119576230665,0.811755705,14.27735034,14.1579745
306,23-1-7,23,1,23-1,7,N,-2.044549,-0.227881,481,-2.4704629964602556,-0.3035635851481826,0.70431745,11.7107698,17.98993893
307,23-1-8,23,1,23-1,8,N,0.444627,-0.227881,482,-4.5102810375396984e-17,-0.022731379171609736,0,14.98166779,15.47110872
308,23-1-9,23,1,23-1,9,N,-0.949693,-0.389492,483,-1.3838383548738902,0.22216274469799624,3.175397315,20.2342047,14.77872886
309,23-1-10,23,1,23-1,10,N,-0.895567,-0.590135,484,-1.330118571193641,-0.03840732302404393,2.542705369,12.61802617,13.32234362
310,23-2-1,23,2,23-2,1,N,0.444627,-0.149669,485,5.551115123125783e-17,-0.7446406482080836,0,4.022965772,11.53170604
311,23-2-2,23,2,23-2,2,N,0.11752,-0.13236,486,-0.32464765001538987,0.021961603343701785,7.747491946,11.7107698,11.35264228
312,23-2-3,23,2,23-2,3,N,-0.654781,-0.266521,487,-1.0911433482924928,0.005567798631174181,3.187334899,12.176335570000001,12.0808349
313,23-2-4,23,2,23-2,4,N,0.444627,-0.216841,488,-5.551115123125783e-17,-0.30169120591289156,0,7.246113423,11.10195302
314,23-2-5,23,2,23-2,5,N,-1.343347,-0.669956,489,-1.7745327767810992,0.11266476518769492,1.456385235,13.8595349,11.81820805
315,23-2-6,23,2,23-2,6,N,-1.797932,-0.514915,490,-2.2257004492872325,-0.2792106498002096,0.692379866,8.67862349,12.88065302
316,23-2-7,23,2,23-2,7,N,0.444627,-0.13236,491,0,-0.17524663207914684,0,8.40405906,10.76770067
317,23-2-8,23,2,23-2,8,N,-0.408947,-0.13236,492,-0.8471575029726313,0.02369088546386877,5.049597987,14.49222685,14.01472349
318,23-2-9,23,2,23-2,9,N,0.444627,-0.216841,493,0,0.21525214327582506,0,15.82923624,11.67495705
319,23-2-10,23,2,23-2,10,N,0.444627,-0.355343,494,0,0.007837031787948022,0,11.91370872,11.7823953
320,23-3-1,23,3,23-3,1,N,-1.402319,-0.157031,495,-1.833061515139589,-0.6410251353692293,0.656567114,3.939402685,9.75300604
321,23-3-2,23,3,23-3,2,N,-1.935775,-0.27293,496,-2.362506935701658,0.03845818988409877,0.668504698,12.40314966,11.74658255
322,23-3-3,23,3,23-3,3,N,-1.567804,-0.411154,497,-1.997302519087088,-0.2564552573905846,0.966944295,9.311315436,13.38203154
323,23-3-4,23,3,23-3,4,N,0.444627,-0.49541,498,4.163336342344337e-17,-0.25980502191004784,0,12.04502215,17.39305973
324,23-3-5,23,3,23-3,5,N,-1.220059,-0.466168,499,-1.6521718571348347,0.1351950898991222,1.623511409,13.51334497,11.16164094
325,23-3-6,23,3,23-3,6,N,0.444627,-0.498179,500,5.551115123125783e-17,-0.38671053156299806,0,9.036751007,15.61435973
326,23-3-7,23,3,23-3,7,N,-0.457248,-0.27293,501,-0.8950945202912441,-0.27434171740724056,3.258960403,8.03399396,11.84208322
327,23-3-8,23,3,23-3,8,N,0.444627,-0.27293,502,0,0.0729764931866227,0,12.90452819,11.6391443
328,23-3-9,23,3,23-3,9,N,0.444627,-0.49541,503,-4.5102810375396984e-17,-0.09403520976902435,0,13.68047114,15.62629732
329,23-3-10,23,3,23-3,10,N,-1.401761,-0.389492,504,-1.8325074417726435,0.10321845249979789,1.766762416,17.93025101,15.49498389
330,25-2-1,25,2,25-2,1,N,-0.101335,1.426602,537,-0.5418576416797407,0.32480887048707446,4.521265222,11.04639128,6.977946556
331,25-2-2,25,2,25-2,2,N,0.659465,1.290741,538,0.21322268536953265,0.6102938322643867,15.05411294,17.85084339,7.530526361
332,25-2-3,25,2,25-2,3,N,1.361482,1.563864,539,0.9099628704512347,0.9281076674828591,23.11813472,14.62037683,3.934854
333,25-2-4,25,2,25-2,4,N,1.70602,1.38703,540,1.251910945168694,0.9609541501651994,20.02212636,8.525517,2.190367361
334,25-2-5,25,2,25-2,5,N,1.436802,1.437365,541,0.9847168237323338,0.9226252567542488,18.32101333,10.53198025,2.856586028
335,25-2-6,25,2,25-2,6,N,1.479299,1.38703,542,1.0268939520712095,0.8810359944744025,21.61740778,11.45930806,3.296394444
336,25-2-7,25,2,25-2,7,N,1.645894,1.38703,543,1.192236574053021,0.6889813707447409,27.96730444,10.57014903,3.98950475
337,25-2-8,25,2,25-2,8,N,1.054855,1.38703,544,0.6056403062268745,0.7306488017708062,20.44198292,16.32148986,5.807726528
338,25-3-1,25,3,25-3,1,N,-0.106876,1.51748,545,-0.547356728748336,0.35308050908493865,5.083387222,12.75617903,7.742189583
339,25-3-2,25,3,25-3,2,N,1.299125,1.487842,546,0.8480747875715611,0.77787320281067,23.15803844,14.20659258,4.728591083
340,25-3-3,25,3,25-3,3,N,1.501599,1.763499,547,1.0490263245202076,0.5334772960316749,15.83570542,6.389800389,3.004923778
341,25-3-4,25,3,25-3,4,N,1.581318,1.738407,548,1.1281456880947571,0.7881326271060985,24.46531908,10.72802897,3.519334806
342,25-3-5,25,3,25-3,5,N,1.979862,1.546212,549,1.5236936817310025,0.6907009027994401,30.38147964,7.660647194,2.884345139
343,25-3-6,25,3,25-3,6,N,1.292686,1.738407,550,0.8416835219979897,1.0581572860652277,21.07090028,15.88341639,3.556636111
344,25-3-7,25,3,25-3,7,N,1.562107,1.738407,551,1.1090792532758944,0.9361274975738219,29.67709219,14.79040139,3.935721472
345,25-3-8,25,3,25-3,8,N,1.450533,1.738407,552,0.9983442604551495,0.9491732039709668,27.20826625,15.67348811,4.094468889
346,26-1-1,26,1,26-1,1,N,2.086528,1.504585,553,1.6295586151406742,0.69325234374461,26.92034433,5.973256,2.240917333
347,26-1-2,26,1,26-1,2,N,2.5429,1.550495,554,2.0824992976178303,1.092624713520406,37.83783713,6.39413775,1.363666333
348,26-1-3,26,1,26-1,3,N,2.666402,1.806526,555,2.205073248750484,0.9886609579574659,34.61374315,4.677143308,1.155473
349,26-1-4,26,1,26-1,4,N,1.846309,1.599468,556,1.3911452437579996,0.44913585136097667,17.83770738,4.459798619,2.362994333
350,26-2-1,26,2,26-2,1,N,1.941491,1.504496,557,1.4856116539114015,1.0799427047473322,25.38136975,8.82999975,1.917237536
351,26-2-2,26,2,26-2,2,N,3.266374,1.637725,558,2.8005345326624242,2.3864516984948083,41.20146067,7.213899,0.24685781
352,26-2-3,26,2,26-2,3,N,2.387957,1.830753,559,1.9287208849394886,1.1302098129256233,28.36342696,5.94225412,1.20169192
353,26-2-4,26,2,26-2,4,N,2.268682,1.64019,560,1.8103424513740145,1.5655750124268315,24.9832,8.2319644,0.8993952
354,26-3-1,26,3,26-3,1,N,2.350548,1.517085,561,1.89159323341853,1.2927362161026421,34.79511158,8.557947115,1.375277115
355,26-3-2,26,3,26-3,2,N,2.384446,1.671783,562,1.9252368729927922,1.3168591298538088,31.46118083,7.553344652,1.173124174
356,26-3-3,26,3,26-3,3,N,2.95152,1.743573,563,2.488047768878966,0.8963130378649973,41.5189555,3.716251,1.0461715
357,26-3-4,26,3,26-3,4,N,1.906207,1.476875,564,1.4505932069654282,1.603100482484803,22.76724221,11.96851425,1.240051542
358,27-1-1,27,1,27-1,1,N,0.47215,1.453898,565,0.027316437656167036,0.777899518098289,6.887729444,11.54605528,3.842901944
359,27-1-2,27,1,27-1,2,N,1.359264,1.504578,566,0.9077618650099313,1.0354426709328834,16.88968417,11.55473,2.671814444
360,27-1-3,27,1,27-1,3,N,1.750984,1.583261,567,1.2965370892877601,0.9394002843764331,19.46607667,7.7291775,2.047234444
361,27-1-4,27,1,27-1,4,N,1.430229,1.41624,568,0.9781928814859603,1.1386928863345187,14.01835111,9.464121944,1.891089444
362,27-2-1,27,2,27-2,1,N,1.235762,1.504496,569,0.785187489203492,0.8583732805001941,14.98992,10.51376333,3.1229
363,27-2-2,27,2,27-2,2,N,1.360675,1.504578,570,0.9091619852898014,1.1306456686834325,15.80534389,11.54605528,2.333500278
364,27-2-3,27,2,27-2,3,N,1.67835,1.830753,571,1.2244489231160127,1.0945447532150048,20.05595778,9.707014167,2.064583889
365,27-2-4,27,2,27-2,4,N,1.813333,1.64019,572,1.3584164901606166,1.259762083458786,16.51667111,7.625080833,1.283858889
366,27-3-1,27,3,27-3,1,N,0.725872,1.409028,573,0.27913138456239284,0.8332588900076825,6.800982222,8.709421111,2.680489167
367,27-3-2,27,3,27-3,2,N,1.541127,1.65054,574,1.0882571689215412,1.0734258182121355,21.079575,11.87569472,2.602416667
368,27-3-3,27,3,27-3,3,N,1.224839,1.604094,575,0.7743465793487245,0.9646184932723714,14.17449611,10.86075222,2.775911111
369,27-3-4,27,3,27-3,4,N,1.418323,1.595574,576,0.966376707901591,0.6970777404600531,17.39281806,8.718095833,3.253020833
370,28-1-1,28,1,28-1,1,N,0.444627,0.039486,577,1.1102230246251565e-16,1.4177484355615917,0,20.38939329,2.745644295
371,28-1-2,28,1,28-1,2,N,0.28928,-0.093281,578,-0.15417876273866482,1.5825379074722958,6.052355034,22.3829698,2.387516779
372,28-1-3,28,1,28-1,3,N,-0.106043,0.177333,579,-0.5465301256124557,1.8072938839795811,4.870534228,34.14148993,2.650143624
373,28-1-4,28,1,28-1,4,N,-0.28806,0.067844,580,-0.727178694207975,1.2476095588217613,4.237842282,24.94955034,4.273655034
374,28-1-5,28,1,28-1,5,N,-0.157634,0.075729,581,-0.5977330729846653,1.6357300280499114,4.41690604,29.1993302,2.888895302
375,28-1-6,28,1,28-1,6,N,0.305541,0.100131,582,-0.13804004339732412,1.7083090155366516,7.75942953,30.75121611,2.745644295
376,28-2-1,28,2,28-2,1,N,0.135195,-0.083794,583,-0.30710587329675115,1.687964635973517,2.757581879,13.25071812,1.217633557
377,28-2-2,28,2,28-2,2,N,-1.163369,-0.127686,584,-1.5959081686301753,1.926122658924746,1.372822148,37.84214094,2.48301745
378,28-2-3,28,2,28-2,3,N,-0.791622,-0.206318,585,-1.2269552749761345,1.4390479600698458,2.542705369,31.61072215,4.130404027
379,28-2-4,28,2,28-2,4,N,0.975316,-0.050642,586,0.5266997744084139,2.1744282072031704,9.741068456,23.77966711,1.098257718
380,28-2-5,28,2,28-2,5,N,0.472646,-0.034864,587,0.0278083803037541,1.9123507593747946,5.348037584,19.98351544,1.337009396
381,28-2-6,28,2,28-2,6,N,-0.591959,-0.050642,588,-1.028793184859326,1.371993741513588,2.733706711,25.42705369,3.652900671
382,28-3-1,28,3,28-3,1,N,0.444627,-0.051784,589,2.7755575615628914e-17,0.5464902498290198,0,11.84208322,5.467413423
383,28-3-2,28,3,28-3,2,N,-0.502228,-0.098704,590,-0.9397371182741447,1.0346778176719682,3.139584564,20.62814497,4.775033557
384,28-3-3,28,3,28-3,3,N,-0.38451,-0.171381,591,-0.8229034250929821,1.6133902748245719,3.163459732,27.1221906,2.769519463
385,28-3-4,28,3,28-3,4,N,-0.781166,-0.177815,592,-1.2165782988444664,1.3523042075987723,2.674018792,30.87059195,4.560157047
386,28-3-5,28,3,28-3,5,N,-0.452932,0.030372,593,-0.8908114783145147,1.2911263287502956,3.736463758,27.7190698,4.464656376
387,28-3-6,28,3,28-3,6,N,-1.086312,-0.078722,594,-1.5194298408867588,1.5912831560353355,1.372822148,27.19381611,2.865020134
388,29-1-1,29,1,29-1,1,N,-0.8179,0.058062,595,-1.2530356126620787,0.611895282449,1.181820805,8.451809396,3.5574
389,29-1-2,29,1,29-1,2,N,0.444627,-0.01193,596,-4.85722573273506e-17,-0.15450676542517303,0,4.643720134,5.777790604
